file,deleted
AWOCUM_extracted.pdb,M
AWODAT_extracted.pdb,M
AWOFOJ_extracted.pdb,M
AWOGEA_extracted.pdb,Y
AWOGIE_extracted.pdb,Y
AWOGUQ_extracted.pdb,Y
AWOMAA_extracted.pdb,Y
AWOMEE_extracted.pdb,Y
AWOMII_extracted.pdb,Y
AWOMOO_extracted.pdb,Y
AWOMUU_extracted.pdb,Y
AWONAB_extracted.pdb,Y
AWONIJ_extracted.pdb,Y
AWONUV_extracted.pdb,Y
AWOQUY_extracted.pdb,Y
AWOTUB_extracted.pdb,Y
AWOYES_extracted.pdb,Y
AWOZUJ_extracted.pdb,Y
AWUCAW_extracted.pdb,Y
AWUCOK_extracted.pdb,Y
AWUDIF_extracted.pdb,Y
AWUFEF_extracted.pdb,Y
AWUGIJ_extracted.pdb,Y
AWUHAC_extracted.pdb,Y
AWUHUW_extracted.pdb,Y
AWUJAE_extracted.pdb,Y
AWUJOR_extracted.pdb,Y
AWUJUY_extracted.pdb,Y
AWUKIO_extracted.pdb,Y
AWUKOT_extracted.pdb,Y
AWUKOU_extracted.pdb,Y
AWUKUA_extracted.pdb,Y
AWULAH_extracted.pdb,Y
AWULEL_extracted.pdb,Y
AWULIP_extracted.pdb,Y
AWULOV_extracted.pdb,Y
AWULUA_extracted.pdb,Y
AWUMIQ_extracted.pdb,Y
AWUMUC_extracted.pdb,Y
AWUNOV01_extracted.pdb,Y
AWUNUC_extracted.pdb,Y
AWUPEP_extracted.pdb,Y
AWUPIT_extracted.pdb,Y
AWUPUE_extracted.pdb,Y
AWUQOZ_extracted.pdb,Y
AWUQUF_extracted.pdb,N
AWURIV_extracted.pdb,Y
AWUROB_extracted.pdb,Y
AWURUH_extracted.pdb,Y
AWUSAO_extracted.pdb,Y
AWUSES_extracted.pdb,Y
AWUSOB_extracted.pdb,Y
AWUSUH_extracted.pdb,Y
AWUTES01_extracted.pdb,Y
AWUTIW_extracted.pdb,Y
AWUTOD_extracted.pdb,Y
AWUVAP_extracted.pdb,Y
AWUVET_extracted.pdb,Y
AWUVIX_extracted.pdb,Y
AWUVIY_extracted.pdb,Y
AWUVOD_extracted.pdb,Y
AWUWAS_extracted.pdb,Y
AWUWEW_extracted.pdb,Y
AWUWIA_extracted.pdb,Y
AWUWOG_extracted.pdb,Y
AWUXUM_extracted.pdb,Y
AWUYAT_extracted.pdb,Y
AWUYAT01_extracted.pdb,Y
AWUYEW_extracted.pdb,Y
AWUYIA_extracted.pdb,Y
AWUYOG_extracted.pdb,Y
AXABAD01_extracted.pdb,Y
AXABAD02_extracted.pdb,Y
AXABAD03_extracted.pdb,Y
AXACIM_extracted.pdb,Y
AXACOS_extracted.pdb,Y
AXADAF_extracted.pdb,Y
AXADOT_extracted.pdb,Y
AXAGAI_extracted.pdb,Y
AXAGOW_extracted.pdb,Y
AXAGUD_extracted.pdb,Y
AXAHEN_extracted.pdb,N
AXAHEO_extracted.pdb,Y
AXAHIS_extracted.pdb,Y
AXAHOY_extracted.pdb,Y
AXAHUE_extracted.pdb,Y
AXAJAL_extracted.pdb,Y
AXAJAM_extracted.pdb,Y
AXAJEQ_extracted.pdb,Y
AXAJUF_extracted.pdb,Y
AXAJUG_extracted.pdb,Y
AXAKAN_extracted.pdb,Y
AXAKER_extracted.pdb,Y
AXAKIV_extracted.pdb,Y
AXAKOB_extracted.pdb,Y
AXAKUG_extracted.pdb,Y
AXALAM_extracted.pdb,Y
AXALOB_extracted.pdb,Y
AXAMIX_extracted.pdb,Y
AXAMOD_extracted.pdb,Y
AXAMUJ_extracted.pdb,Y
AXANAQ02_extracted.pdb,Y
AXANEU02_extracted.pdb,Y
AXANIX_extracted.pdb,Y
AXANUJ_extracted.pdb,Y
AXAPAR_extracted.pdb,Y
AXAPOF_extracted.pdb,Y
AXAQIA_extracted.pdb,Y
AXAQUM_extracted.pdb,Y
AXARIB_extracted.pdb,Y
AXASAU_extracted.pdb,Y
AXASEZ_extracted.pdb,M
AXASIC_extracted.pdb,Y
AXASID_extracted.pdb,M
AXASOI_extracted.pdb,Y
AXASOJ_extracted.pdb,M
AXATEA_extracted.pdb,Y
AXAVIF_extracted.pdb,Y
AXAVOL_extracted.pdb,Y
AXAWIG_extracted.pdb,Y
AXAXED_extracted.pdb,Y
AXAXIH_extracted.pdb,Y
AXAXUU_extracted.pdb,M
AXAYAB_extracted.pdb,M
AXAYEF_extracted.pdb,M
AXAYIJ_extracted.pdb,M
AXAYOP_extracted.pdb,M
AXAYUV_extracted.pdb,M
AXAZAC_extracted.pdb,M
AXAZEG_extracted.pdb,M
AXAZOQ_extracted.pdb,M
AXECEL_extracted.pdb,Y
AXEDOX_extracted.pdb,Y
AXEDUD_extracted.pdb,Y
AXEFAL_extracted.pdb,Y
AXEFIT_extracted.pdb,Y
AXEFOZ_extracted.pdb,Y
AXEFUF_extracted.pdb,Y
AXEJET_extracted.pdb,Y
AXEJIX_extracted.pdb,Y
AXEJUI_extracted.pdb,Y
AXEJUJ_extracted.pdb,Y
AXEKAP_extracted.pdb,Y
AXEKAQ_extracted.pdb,Y
AXEKEU_extracted.pdb,Y
AXEKIY_extracted.pdb,Y
AXELAQ_extracted.pdb,Y
AXELEU_extracted.pdb,Y
AXELEV_extracted.pdb,Y
AXELIZ_extracted.pdb,Y
AXELOF_extracted.pdb,Y
AXELUL_extracted.pdb,Y
AXENIC_extracted.pdb,Y
AXENUN_extracted.pdb,Y
AXEPAV_extracted.pdb,Y
AXEQEA_extracted.pdb,Y
AXEQIF_extracted.pdb,Y
AXERUQ_extracted.pdb,Y
AXESAX_extracted.pdb,N
AXESEB_extracted.pdb,Y
AXESIF_extracted.pdb,Y
AXEXAE_extracted.pdb,Y
AXEXAE01_extracted.pdb,Y
AXEXIM_extracted.pdb,Y
AXEXOS_extracted.pdb,Y
AXIBIT_extracted.pdb,Y
AXICAM_extracted.pdb,Y
AXICUF_extracted.pdb,Y
AXIJOH_extracted.pdb,Y
AXIJOI_extracted.pdb,Y
AXILID_extracted.pdb,Y
AXILID01_extracted.pdb,Y
AXILUQ_extracted.pdb,Y
AXIMAX_extracted.pdb,Y
AXIMEB_extracted.pdb,Y
AXIMIE_extracted.pdb,Y
AXIMIE01_extracted.pdb,Y
AXIMOK_extracted.pdb,Y
AXIPUT_extracted.pdb,Y
AXIQEE_extracted.pdb,Y
AXIRUV_extracted.pdb,Y
AXISEG_extracted.pdb,Y
AXIYOW_extracted.pdb,Y
AXOKEE_extracted.pdb,N
AXOKII_extracted.pdb,N
AXOKOO_extracted.pdb,Y
AXOKUU_extracted.pdb,Y
AXOLAB_extracted.pdb,Y
AXOLEF_extracted.pdb,Y
AXOLIJ_extracted.pdb,Y
AXOLOP_extracted.pdb,Y
AXOLUV_extracted.pdb,Y
AXOMAC_extracted.pdb,Y
AXONIK_extracted.pdb,N
AXONUX_extracted.pdb,Y
AXOPAF_extracted.pdb,Y
AXOPEJ_extracted.pdb,Y
AXOPIN_extracted.pdb,Y
AXOQIP_extracted.pdb,Y
AXOQOV_extracted.pdb,Y
AXOSOW01_extracted.pdb,Y
AXOVUF_extracted.pdb,Y
AXOWIU_extracted.pdb,Y
AXOWOA_extracted.pdb,Y
AXOWOZ01_extracted.pdb,Y
AXOXER_extracted.pdb,Y
AXPAZU_extracted.pdb,M
AXPEAM_extracted.pdb,Y
AXUBOM_extracted.pdb,Y
AXUBUR02_extracted.pdb,Y
AXUBUR03_extracted.pdb,Y
AXUBUR04_extracted.pdb,Y
AXUGUX_extracted.pdb,Y
AXUHAE_extracted.pdb,Y
AXUJIO_extracted.pdb,Y
AXUKOV01_extracted.pdb,Y
AXULEL_extracted.pdb,Y
AXUQIT_extracted.pdb,Y
AYADIO_extracted.pdb,Y
AYASEA_extracted.pdb,Y
AYASIE_extracted.pdb,Y
AYATID_extracted.pdb,N
AYAVAY_extracted.pdb,Y
AYAVUS_extracted.pdb,Y
AYAVUT_extracted.pdb,Y
AYAWAZ_extracted.pdb,Y
AYAWED_extracted.pdb,Y
AYECAJ_extracted.pdb,Y
AYECEM_extracted.pdb,Y
AYECEM01_extracted.pdb,Y
AYEFEP_extracted.pdb,N
AYEFOZ_extracted.pdb,Y
AYEFOZ01_extracted.pdb,Y
AYEFUF_extracted.pdb,Y
AYEGIU_extracted.pdb,Y
AYELEX_extracted.pdb,Y
AYEMEY_extracted.pdb,Y
AYEMIA_extracted.pdb,Y
AYENIC_extracted.pdb,Y
AYENOI_extracted.pdb,Y
AYEPIF_extracted.pdb,Y
AYEPUQ_extracted.pdb,M
AYEQIG_extracted.pdb,Y
AYEROM_extracted.pdb,M
AYESOO_extracted.pdb,Y
AYETAB_extracted.pdb,Y
AYETEF_extracted.pdb,Y
AYEWIM_extracted.pdb,Y
AYEXEI_extracted.pdb,M
AYEYOT_extracted.pdb,M
AYEZIO_extracted.pdb,M
AYEZOU_extracted.pdb,M
AYEZUA_extracted.pdb,M
AYIBER_extracted.pdb,N
AYIBOA_extracted.pdb,M
AYIBUG_extracted.pdb,M
AYICUI_extracted.pdb,Y
AYIDES_extracted.pdb,M
AYIDOC_extracted.pdb,M
AYIDUI_extracted.pdb,M
AYIFAQ_extracted.pdb,M
AYIGEV_extracted.pdb,M
AYOHEB_extracted.pdb,Y
AYOHIF_extracted.pdb,Y
AYOHOL_extracted.pdb,Y
AYOHUR_extracted.pdb,Y
AYOJAZ_extracted.pdb,Y
AYOJED_extracted.pdb,Y
AYOLIJ_extracted.pdb,Y
AYONEI_extracted.pdb,Y
AYOPEK_extracted.pdb,Y
AYOPIO_extracted.pdb,Y
AYOQEK_extracted.pdb,N
AYOQOV_extracted.pdb,Y
AYORAI_extracted.pdb,Y
AYOREL_extracted.pdb,N
AYOREM_extracted.pdb,Y
AYORIP_extracted.pdb,N
AYORIQ_extracted.pdb,Y
AYOROV_extracted.pdb,Y
AYORUB_extracted.pdb,Y
AYORUD_extracted.pdb,Y
AYOSAI_extracted.pdb,M
AYOSAK_extracted.pdb,Y
AYOSEO_extracted.pdb,Y
AYOTIS01_extracted.pdb,Y
AYOVAM_extracted.pdb,Y
AYOVIU_extracted.pdb,Y
AYOXES_extracted.pdb,Y
AYOXIX01_extracted.pdb,Y
AYOYUK_extracted.pdb,Y
AYOZIY_extracted.pdb,Y
AYOZOE_extracted.pdb,Y
AYUBED_extracted.pdb,N
AYUBED01_extracted.pdb,N
AYUBIH_extracted.pdb,Y
AYUCAZ_extracted.pdb,Y
AYUCED_extracted.pdb,Y
AYUCUT_extracted.pdb,Y
AYUDAA_extracted.pdb,Y
AYUFUW_extracted.pdb,Y
AYUGAD_extracted.pdb,Y
AYUHIM_extracted.pdb,Y
AYUHOS_extracted.pdb,Y
AYUJOU_extracted.pdb,Y
AYUKUB_extracted.pdb,Y
AYUMIR_extracted.pdb,N
AYUMUD_extracted.pdb,Y
AYUNOY_extracted.pdb,Y
AYUNUE_extracted.pdb,Y
AYUPAM_extracted.pdb,Y
AYUPUH_extracted.pdb,Y
AYUQER_extracted.pdb,Y
AYUQOB_extracted.pdb,Y
AYURAO_extracted.pdb,Y
AYURIW_extracted.pdb,Y
AYUTAQ_extracted.pdb,Y
AYUTEU_extracted.pdb,Y
AYUWEX_extracted.pdb,Y
AYUWIB_extracted.pdb,Y
AYUXAU_extracted.pdb,Y
AYUXID_extracted.pdb,Y
AZABAF_extracted.pdb,Y
AZACUB_extracted.pdb,Y
AZADEM_extracted.pdb,Y
AZAFAK_extracted.pdb,Y
AZAGOY_extracted.pdb,Y
AZAHIT_extracted.pdb,Y
AZAHUF_extracted.pdb,Y
AZAJUH_extracted.pdb,Y
AZAKAP_extracted.pdb,Y
AZAKIW_extracted.pdb,Y
AZAKOC_extracted.pdb,Y
AZALUJ_extracted.pdb,Y
AZALUK_extracted.pdb,Y
AZAXAB_extracted.pdb,M
AZAXEF_extracted.pdb,M
AZAXEG_extracted.pdb,Y
AZAXIK_extracted.pdb,Y
AZAXOQ_extracted.pdb,Y
AZAXUW_extracted.pdb,Y
AZBNBT01_extracted.pdb,Y
AZECIR_extracted.pdb,Y
AZECOZ_extracted.pdb,Y
AZECUF_extracted.pdb,Y
AZEDAM_extracted.pdb,Y
AZEDEQ_extracted.pdb,Y
AZEDIU_extracted.pdb,Y
AZEDOA_extracted.pdb,Y
AZEDUF_extracted.pdb,Y
AZEDUG_extracted.pdb,Y
AZEFAN_extracted.pdb,Y
AZEFER_extracted.pdb,Y
AZEFES_extracted.pdb,Y
AZEFIW_extracted.pdb,Y
AZEKEW_extracted.pdb,Y
AZELAC03_extracted.pdb,Y
AZENID_extracted.pdb,Y
AZENOJ_extracted.pdb,N
AZENUP_extracted.pdb,Y
AZEPIE_extracted.pdb,Y
AZEPOK_extracted.pdb,Y
AZEPOK01_extracted.pdb,Y
AZEPUQ_extracted.pdb,Y
AZEPUQ01_extracted.pdb,Y
AZEQON_extracted.pdb,Y
AZEXIO_extracted.pdb,Y
AZEXOT_extracted.pdb,Y
AZEXUA_extracted.pdb,Y
AZEYAH_extracted.pdb,Y
AZEYUB_extracted.pdb,Y
AZIFAR_extracted.pdb,M
AZIGAR_extracted.pdb,Y
AZIJAW_extracted.pdb,Y
AZIJEA_extracted.pdb,Y
AZIJIE_extracted.pdb,Y
AZIJOK_extracted.pdb,Y
AZIJUQ_extracted.pdb,Y
AZILIG_extracted.pdb,Y
AZILOM_extracted.pdb,Y
AZILUS_extracted.pdb,Y
AZIQEH01_extracted.pdb,Y
AZIQUX01_extracted.pdb,N
AZITEI_extracted.pdb,Y
AZIVEM_extracted.pdb,Y
AZIVIQ_extracted.pdb,Y
AZIVOW_extracted.pdb,Y
AZIVUC_extracted.pdb,Y
AZIWAJ_extracted.pdb,Y
AZIWEN_extracted.pdb,Y
AZIWIR_extracted.pdb,Y
AZIWOX_extracted.pdb,Y
AZOBEN_extracted.pdb,M
AZOKAB_extracted.pdb,Y
AZOKEF_extracted.pdb,Y
AZOKIJ_extracted.pdb,Y
AZOLOR_extracted.pdb,Y
AZOMEH_extracted.pdb,N
AZOMIL_extracted.pdb,Y
AZOMOR_extracted.pdb,Y
AZOMUY_extracted.pdb,Y
AZONOT_extracted.pdb,Y
AZONUZ_extracted.pdb,Y
AZOPAH_extracted.pdb,Y
AZOPOV_extracted.pdb,N
AZOQEM_extracted.pdb,Y
AZOTIU_extracted.pdb,Y
AZOWIW_extracted.pdb,Y
AZOWUH_extracted.pdb,Y
AZOWUI_extracted.pdb,Y
AZOXAP_extracted.pdb,Y
AZOXET_extracted.pdb,Y
AZOZEV_extracted.pdb,Y
AZOZIZ_extracted.pdb,Y
AZOZOF_extracted.pdb,Y
AZTYMD_extracted.pdb,Y
AZUBED_extracted.pdb,Y
AZUDAB_extracted.pdb,Y
AZUDEC10_extracted.pdb,N
AZUFEH_extracted.pdb,Y
AZUKAI_extracted.pdb,Y
AZULAJ_extracted.pdb,Y
AZUMAK_extracted.pdb,Y
AZUMOY_extracted.pdb,Y
AZURUJ_extracted.pdb,Y
AZUSAQ_extracted.pdb,Y
AZUSIY_extracted.pdb,Y
AZUTAR_extracted.pdb,Y
AZUTEV_extracted.pdb,Y
AZUTIZ_extracted.pdb,Y
AZUXID_extracted.pdb,Y
AZUXUP_extracted.pdb,Y
AZUZAX_extracted.pdb,Y
BABCAL_extracted.pdb,Y
BABCEP_extracted.pdb,Y
BABCIT_extracted.pdb,Y
BABCOZ_extracted.pdb,Y
BABCUF_extracted.pdb,Y
BABDAM_extracted.pdb,Y
BABDEQ_extracted.pdb,Y
BABDIU_extracted.pdb,Y
BABDOA_extracted.pdb,Y
BABDOA01_extracted.pdb,Y
BABFES_extracted.pdb,Y
BABKAQ_extracted.pdb,Y
BABMUM_extracted.pdb,M
BABNAW_extracted.pdb,Y
BABNEA_extracted.pdb,Y
BABPAV_extracted.pdb,Y
BABYAG_extracted.pdb,Y
BABYEK_extracted.pdb,Y
BACBIT_extracted.pdb,Y
BACBOZ_extracted.pdb,Y
BACCOA_extracted.pdb,Y
BACCOZ_extracted.pdb,Y
BACCUF_extracted.pdb,Y
BACDAM_extracted.pdb,Y
BACDEQ_extracted.pdb,N
BACGAN_extracted.pdb,Y
BACJOE_extracted.pdb,Y
BACJUK_extracted.pdb,Y
BACLOH_extracted.pdb,Y
BACPOM_extracted.pdb,Y
BACRAA_extracted.pdb,Y
BACREE_extracted.pdb,Y
BACSUW_extracted.pdb,Y
BADAUN_extracted.pdb,N
BADCIS_extracted.pdb,M
BADCIS10_extracted.pdb,Y
BADCIS20_extracted.pdb,Y
BADCIS30_extracted.pdb,Y
BADDAL12_extracted.pdb,Y
BADDOZ_extracted.pdb,N
BADKUP_extracted.pdb,Y
BADLAW_extracted.pdb,Y
BADLEA_extracted.pdb,Y
BADLIE_extracted.pdb,Y
BADNIG_extracted.pdb,Y
BADSOP_extracted.pdb,Y
BADSUV_extracted.pdb,Y
BADTIM01_extracted.pdb,Y
BADVEK_extracted.pdb,Y
BADVIO_extracted.pdb,Y
BADVOU_extracted.pdb,Y
BADZEO_extracted.pdb,Y
BAEDTA_extracted.pdb,N
BAFJIE_extracted.pdb,Y
BAFLEC_extracted.pdb,Y
BAFLIG_extracted.pdb,Y
BAFLOM_extracted.pdb,Y
BAFMAZ_extracted.pdb,Y
BAFNED_extracted.pdb,Y
BAFSIL_extracted.pdb,Y
BAFSOR_extracted.pdb,Y
BAFSUX_extracted.pdb,Y
BAFTAE_extracted.pdb,Y
BAFTEI_extracted.pdb,Y
BAFTIM_extracted.pdb,Y
BAFXAK_extracted.pdb,Y
BAFXEO_extracted.pdb,Y
BAFXIS_extracted.pdb,Y
BAFXOY_extracted.pdb,Y
BAFXUE_extracted.pdb,Y
BAFYAL_extracted.pdb,Y
BAFYEP_extracted.pdb,Y
BAFYIT_extracted.pdb,Y
BAFYOZ_extracted.pdb,Y
BAFYUF_extracted.pdb,Y
BAFZAM_extracted.pdb,Y
BAFZEN_extracted.pdb,N
BAFZEQ_extracted.pdb,Y
BAFZIU_extracted.pdb,Y
BAFZOA_extracted.pdb,Y
BAFZUG_extracted.pdb,Y
BAGBAP_extracted.pdb,Y
BAGBUJ_extracted.pdb,N
BAGCAQ_extracted.pdb,N
BAGCEU_extracted.pdb,Y
BAGDIY_extracted.pdb,Y
BAGNIG_extracted.pdb,Y
BAGPEH_extracted.pdb,Y
BAGQOR_extracted.pdb,Y
BAGQUX_extracted.pdb,Y
BAGRAE_extracted.pdb,Y
BAGREI_extracted.pdb,Y
BAGSUY_extracted.pdb,N
BAGTAF_extracted.pdb,Y
BAGTAG_extracted.pdb,Y
BAGTIO_extracted.pdb,N
BAGTOT_extracted.pdb,Y
BAGVUB_extracted.pdb,Y
BAGWEM_extracted.pdb,Y
BAGWIQ_extracted.pdb,Y
BAGWOW_extracted.pdb,Y
BAGWOW01_extracted.pdb,Y
BAGXAJ_extracted.pdb,Y
BAGXEN_extracted.pdb,Y
BAGXEO_extracted.pdb,Y
BAGXIR_extracted.pdb,Y
BAGXIS_extracted.pdb,N
BAGXIT_extracted.pdb,Y
BAGXIT01_extracted.pdb,Y
BAHDEU_extracted.pdb,Y
BAHFIB_extracted.pdb,Y
BAHFOH_extracted.pdb,Y
BAHFUN_extracted.pdb,Y
BAHGAU_extracted.pdb,Y
BAHHAU_extracted.pdb,Y
BAHHEY_extracted.pdb,Y
BAHJIF_extracted.pdb,Y
BAHLOO_extracted.pdb,Y
BAHMUU_extracted.pdb,Y
BAHNUV_extracted.pdb,Y
BAHPEG_extracted.pdb,Y
BAHPIK_extracted.pdb,Y
BAHQUX_extracted.pdb,Y
BAHRAG_extracted.pdb,Y
BAHRAG01_extracted.pdb,Y
BAHSAF_extracted.pdb,Y
BAHSOV_extracted.pdb,N
BAHSUB_extracted.pdb,Y
BAHSUZ_extracted.pdb,Y
BAHTAI_extracted.pdb,N
BAHZES_extracted.pdb,Y
BAJCIY01_extracted.pdb,Y
BAJCUN_extracted.pdb,Y
BAJFAU_extracted.pdb,M
BAJFEX_extracted.pdb,Y
BAJFIB11_extracted.pdb,Y
BAJFIE_extracted.pdb,Y
BAJGAX_extracted.pdb,Y
BAJGEB_extracted.pdb,Y
BAJGIF_extracted.pdb,Y
BAJKIG_extracted.pdb,Y
BAJKOM_extracted.pdb,Y
BAJKUS_extracted.pdb,Y
BAJMOQ_extracted.pdb,N
BAJMUU_extracted.pdb,M
BAJSAH_extracted.pdb,Y
BAJTEM_extracted.pdb,Y
BAJTEM01_extracted.pdb,Y
BAJTIQ_extracted.pdb,Y
BAJTIR_extracted.pdb,Y
BAJTOX_extracted.pdb,Y
BAKHAZ_extracted.pdb,Y
BAKJAA_extracted.pdb,Y
BAKJIJ_extracted.pdb,Y
BAKJOP_extracted.pdb,Y
BAKJUV_extracted.pdb,Y
BAKKAC_extracted.pdb,Y
BAKKEG_extracted.pdb,Y
BAKKOQ_extracted.pdb,Y
BAKLIL_extracted.pdb,Y
BAKLUU_extracted.pdb,Y
BAKMAB_extracted.pdb,M
BAKMEF_extracted.pdb,M
BAKMEI_extracted.pdb,Y
BAKMIJ_extracted.pdb,M
BAKNAC_extracted.pdb,Y
BAKRAG_extracted.pdb,Y
BAKROW_extracted.pdb,Y
BAKVAL_extracted.pdb,Y
BAKVEP_extracted.pdb,Y
BAKVEQ_extracted.pdb,Y
BAKVOA_extracted.pdb,Y
BAKVUG_extracted.pdb,Y
BAKWOB_extracted.pdb,Y
BAKWOB01_extracted.pdb,Y
BAKXAP_extracted.pdb,Y
BAKXET_extracted.pdb,Y
BAKXIX_extracted.pdb,Y
BAKXUJ_extracted.pdb,Y
BAKYAP_extracted.pdb,Y
BAKYES_extracted.pdb,Y
BAKZUJ_extracted.pdb,Y
BALBAS_extracted.pdb,Y
BALBEW_extracted.pdb,Y
BALBIA_extracted.pdb,Y
BALBOG_extracted.pdb,Y
BALCEX_extracted.pdb,Y
BALCEZ_extracted.pdb,Y
BALCIB_extracted.pdb,N
BALDUO_extracted.pdb,Y
BALHAX_extracted.pdb,N
BALHEC_extracted.pdb,N
BALHIG_extracted.pdb,N
BALHOM_extracted.pdb,N
BALHON_extracted.pdb,Y
BALHUT_extracted.pdb,Y
BALJAC_extracted.pdb,Y
BALJEG_extracted.pdb,Y
BALJUW_extracted.pdb,Y
BALLEF_extracted.pdb,N
BALMOR_extracted.pdb,Y
BALMUX_extracted.pdb,Y
BALNAE_extracted.pdb,Y
BALNIN_extracted.pdb,Y
BALPIQ_extracted.pdb,Y
BALPOW_extracted.pdb,Y
BALPUB_extracted.pdb,Y
BALPUB01_extracted.pdb,Y
BALQAI_extracted.pdb,Y
BALQAJ_extracted.pdb,N
BALQEM_extracted.pdb,Y
BALQIP_extracted.pdb,Y
BALQOV_extracted.pdb,Y
BALREL_extracted.pdb,Y
BALSOW_extracted.pdb,Y
BALSUC_extracted.pdb,Y
BALTAJ_extracted.pdb,M
BALTEN_extracted.pdb,M
BALTEP_extracted.pdb,Y
BALVAO_extracted.pdb,Y
BALVIW_extracted.pdb,Y
BALVIW01_extracted.pdb,Y
BALVOC_extracted.pdb,Y
BALVOC01_extracted.pdb,Y
BALWEQ_extracted.pdb,Y
BALXET_extracted.pdb,Y
BAMBOR10_extracted.pdb,Y
BAMBUO_extracted.pdb,Y
BAMCAV_extracted.pdb,Y
BAMHOP_extracted.pdb,Y
BAMLAF_extracted.pdb,Y
BAMTIV_extracted.pdb,Y
BAMTOB_extracted.pdb,Y
BAMVAP_extracted.pdb,Y
BAMXUI_extracted.pdb,N
BAMYET_extracted.pdb,N
BAMYEW_extracted.pdb,N
BAMYIX_extracted.pdb,Y
BAMYOD_extracted.pdb,N
BAMYOF_extracted.pdb,Y
BAMYUJ_extracted.pdb,Y
BAMYUL_extracted.pdb,Y
BAMZAS_extracted.pdb,Y
BAMZEW_extracted.pdb,Y
BAMZIA_extracted.pdb,N
BAMZOG_extracted.pdb,N
BAMZUM_extracted.pdb,Y
BANBAV_extracted.pdb,Y
BANBID_extracted.pdb,Y
BANCID_extracted.pdb,Y
BANCOK_extracted.pdb,Y
BANCUQ_extracted.pdb,Y
BANDAX_extracted.pdb,Y
BANDUR_extracted.pdb,Y
BANGUS_extracted.pdb,N
BANHAB_extracted.pdb,Y
BANNAH_extracted.pdb,Y
BANNIP_extracted.pdb,Y
BANNOV_extracted.pdb,Y
BANPIQ_extracted.pdb,Y
BANPIR_extracted.pdb,Y
BANSAL_extracted.pdb,Y
BANSUF_extracted.pdb,Y
BANTUG_extracted.pdb,Y
BANWET_extracted.pdb,Y
BANWIX_extracted.pdb,Y
BANYIZ_extracted.pdb,Y
BANYOH_extracted.pdb,Y
BAPBUQ_extracted.pdb,Y
BAPBUQ01_extracted.pdb,Y
BAPBUQ02_extracted.pdb,Y
BAPBUQ04_extracted.pdb,Y
BAPCAX_extracted.pdb,Y
BAPCAX01_extracted.pdb,Y
BAPCAX02_extracted.pdb,Y
BAPCAX03_extracted.pdb,Y
BAPCAX04_extracted.pdb,Y
BAPHAD_extracted.pdb,Y
BAPHEH_extracted.pdb,Y
BAPLOT02_extracted.pdb,Y
BAPLOT05_extracted.pdb,Y
BAPLOT06_extracted.pdb,Y
BAPMOU_extracted.pdb,Y
BAPMUA_extracted.pdb,M
BAPPAL_extracted.pdb,Y
BAPPEP_extracted.pdb,Y
BAPPIT_extracted.pdb,Y
BAPPOZ_extracted.pdb,Y
BAPPUF_extracted.pdb,Y
BAPQOY_extracted.pdb,Y
BAPRIV_extracted.pdb,Y
BAPROB_extracted.pdb,Y
BAPRUH_extracted.pdb,Y
BAPSAO_extracted.pdb,Y
BAPSES_extracted.pdb,Y
BAPSIW_extracted.pdb,Y
BAPSOC_extracted.pdb,Y
BAPVIZ_extracted.pdb,Y
BAPVOF_extracted.pdb,Y
BAPVUL_extracted.pdb,Y
BAPYAZ_extracted.pdb,Y
BAPZUN_extracted.pdb,Y
BAQBIG_extracted.pdb,Y
BAQBOM_extracted.pdb,Y
BAQBUS_extracted.pdb,Y
BAQCAZ_extracted.pdb,Y
BAQCED_extracted.pdb,Y
BAQCIH_extracted.pdb,Y
BAQCON_extracted.pdb,Y
BAQCUU_extracted.pdb,Y
BAQDAB_extracted.pdb,Y
BAQDEF_extracted.pdb,N
BAQDIJ_extracted.pdb,N
BAQFIL_extracted.pdb,Y
BAQFOR_extracted.pdb,Y
BAQGAB_extracted.pdb,N
BAQGEF_extracted.pdb,N
BAQGIJ_extracted.pdb,N
BAQJIN_extracted.pdb,N
BAQLUD_extracted.pdb,Y
BAQRAP_extracted.pdb,Y
BAQRET_extracted.pdb,Y
BAQVOF_extracted.pdb,Y
BAQVOF01_extracted.pdb,Y
BAQWUO_extracted.pdb,Y
BAQXEZ_extracted.pdb,Y
BAQXID_extracted.pdb,Y
BAQXOJ_extracted.pdb,Y
BARAAD_extracted.pdb,Y
BARBOO_extracted.pdb,Y
BARCOM08_extracted.pdb,Y
BARFUW_extracted.pdb,Y
BARGAD_extracted.pdb,Y
BARGEJ_extracted.pdb,N
BARJOS_extracted.pdb,M
BARJOT_extracted.pdb,M
BARJOT01_extracted.pdb,M
BARJOT10_extracted.pdb,Y
BARJOT11_extracted.pdb,Y
BARJUZ_extracted.pdb,M
BARJUZ10_extracted.pdb,Y
BARLIS_extracted.pdb,Y
BARLUB01_extracted.pdb,N
BARLUE_extracted.pdb,Y
BARMIM_extracted.pdb,Y
BARMIT_extracted.pdb,N
BARPRN_extracted.pdb,Y
BARSAO01_extracted.pdb,M
BARSAO02_extracted.pdb,Y
BARTIA_extracted.pdb,Y
BARTIY_extracted.pdb,Y
BARTOE_extracted.pdb,Y
BARTOG_extracted.pdb,Y
BARTUM_extracted.pdb,Y
BARTUS10_extracted.pdb,Y
BARVAS_extracted.pdb,Y
BARVIA_extracted.pdb,Y
