file,deleted
ASILIZ_extracted.pdb,Y
ASILOF_extracted.pdb,Y
ASILUL_extracted.pdb,Y
ASIMAS_extracted.pdb,Y
ASIMIZ_extracted.pdb,Y
ASIQAV_extracted.pdb,Y
ASIQEZ_extracted.pdb,Y
ASIQID_extracted.pdb,Y
ASIRUP_extracted.pdb,Y
ASIRUP01_extracted.pdb,Y
ASISAW_extracted.pdb,Y
ASISAW01_extracted.pdb,Y
ASISEB_extracted.pdb,Y
ASISIF_extracted.pdb,Y
ASIVIJ_extracted.pdb,Y
ASIVUU_extracted.pdb,Y
ASIXUX_extracted.pdb,Y
ASIYAE_extracted.pdb,Y
ASIYEI_extracted.pdb,Y
ASIYUY_extracted.pdb,Y
ASIZAF_extracted.pdb,Y
ASODOC_extracted.pdb,Y
ASODUI_extracted.pdb,Y
ASOFAQ_extracted.pdb,Y
ASOJEZ_extracted.pdb,Y
ASOJEZ01_extracted.pdb,Y
ASOJUP01_extracted.pdb,Y
ASOKOJ_extracted.pdb,Y
ASOLAX_extracted.pdb,Y
ASOMAY_extracted.pdb,Y
ASOMEB_extracted.pdb,Y
ASONEC_extracted.pdb,Y
ASONED_extracted.pdb,Y
ASONIH_extracted.pdb,Y
ASONON_extracted.pdb,Y
ASONUS_extracted.pdb,Y
ASONUT_extracted.pdb,Y
ASOPAA_extracted.pdb,Y
ASOPAB_extracted.pdb,Y
ASOPEF_extracted.pdb,Y
ASOPIJ_extracted.pdb,Y
ASOPOO_extracted.pdb,Y
ASOPOP_extracted.pdb,N
ASOPUU_extracted.pdb,Y
ASOPUV_extracted.pdb,N
ASOQAC_extracted.pdb,N
ASOQEG_extracted.pdb,N
ASOQIK_extracted.pdb,N
ASOQOQ_extracted.pdb,N
ASOSAD_extracted.pdb,N
ASOSUX_extracted.pdb,Y
ASOTAE_extracted.pdb,Y
ASOTIN_extracted.pdb,Y
ASOTOT_extracted.pdb,Y
ASOTUZ_extracted.pdb,Y
ASOVIP_extracted.pdb,Y
ASOWAI_extracted.pdb,N
ASOWEM_extracted.pdb,N
ASOWIQ_extracted.pdb,N
ASOWOW_extracted.pdb,N
ASOWUC_extracted.pdb,N
ASOXAJ_extracted.pdb,N
ASOXEN_extracted.pdb,N
ASOXIR_extracted.pdb,N
ASOXOX_extracted.pdb,N
ASOYIR_extracted.pdb,Y
ASOYOX_extracted.pdb,Y
ASOYUD_extracted.pdb,Y
ASOZAK_extracted.pdb,Y
ASOZIS01_extracted.pdb,Y
ASOZOY_extracted.pdb,Y
ASOZUE_extracted.pdb,Y
ASPARM05_extracted.pdb,Y
ASPIMI10_extracted.pdb,Y
ASUBAS_extracted.pdb,Y
ASUBEW_extracted.pdb,Y
ASUHOM_extracted.pdb,Y
ASUHUS_extracted.pdb,Y
ASUJAA_extracted.pdb,Y
ASUJEE_extracted.pdb,Y
ASUJEF_extracted.pdb,Y
ASUJII_extracted.pdb,Y
ASUJOO_extracted.pdb,Y
ASUJUU_extracted.pdb,Y
ASUKIJ_extracted.pdb,Y
ASUKUV_extracted.pdb,Y
ASULAC_extracted.pdb,Y
ASULEG_extracted.pdb,Y
ASUMEG_extracted.pdb,Y
ASUMIL_extracted.pdb,Y
ASUNEI_extracted.pdb,Y
ASUPUZ_extracted.pdb,Y
ASUQAG_extracted.pdb,Y
ASUQUB_extracted.pdb,Y
ASUQUB01_extracted.pdb,Y
ASURAI_extracted.pdb,Y
ASUSAJ_extracted.pdb,Y
ASUVOZ_extracted.pdb,Y
ASUVOZ01_extracted.pdb,Y
ASUWAN_extracted.pdb,Y
ASUWOB03_extracted.pdb,Y
ASUWOC_extracted.pdb,Y
ASUWUG_extracted.pdb,Y
ASUXIV_extracted.pdb,Y
ASUXIW_extracted.pdb,Y
ASUXOC_extracted.pdb,Y
ASUZIX_extracted.pdb,Y
ATABEC_extracted.pdb,Y
ATADUW_extracted.pdb,Y
ATAGOT_extracted.pdb,Y
ATAHOT_extracted.pdb,Y
ATAJEL_extracted.pdb,Y
ATALIS_extracted.pdb,Y
ATALOY_extracted.pdb,Y
ATALUE_extracted.pdb,Y
ATAMAK_extracted.pdb,Y
ATAMEO_extracted.pdb,Y
ATAMIR_extracted.pdb,N
ATAMIS_extracted.pdb,Y
ATAMOY_extracted.pdb,Y
ATAMUE_extracted.pdb,Y
ATAPIV_extracted.pdb,Y
ATAQES_extracted.pdb,Y
ATATOG_extracted.pdb,Y
ATAVOH_extracted.pdb,Y
ATAVUN_extracted.pdb,Y
ATAYAW_extracted.pdb,Y
ATAYUQ_extracted.pdb,Y
ATAZAX_extracted.pdb,Y
ATAZEB_extracted.pdb,Y
ATAZIF_extracted.pdb,Y
ATCTZC_extracted.pdb,M
ATEDAE_extracted.pdb,Y
ATEDAE01_extracted.pdb,Y
ATEDEI_extracted.pdb,Y
ATEDUY_extracted.pdb,M
ATEFEM_extracted.pdb,Y
ATEGAH_extracted.pdb,M
ATEGUC_extracted.pdb,Y
ATEHAJ_extracted.pdb,Y
ATEHEN_extracted.pdb,Y
ATEHUC01_extracted.pdb,Y
ATEJEO_extracted.pdb,M
ATEJIS_extracted.pdb,M
ATEJOY_extracted.pdb,M
ATEJOZ_extracted.pdb,Y
ATEJUE_extracted.pdb,M
ATEJUF_extracted.pdb,Y
ATEKAM_extracted.pdb,Y
ATEKEQ_extracted.pdb,Y
ATEKIU_extracted.pdb,Y
ATEKOA_extracted.pdb,Y
ATEKUG_extracted.pdb,Y
ATELAN_extracted.pdb,Y
ATELOB_extracted.pdb,Y
ATELUH_extracted.pdb,Y
ATEMES_extracted.pdb,Y
ATEMIX_extracted.pdb,Y
ATEMOB_extracted.pdb,M
ATEMUH_extracted.pdb,M
ATEVAX_extracted.pdb,Y
ATEVIG_extracted.pdb,Y
ATEWOM_extracted.pdb,Y
ATEXEE_extracted.pdb,Y
ATEXIG_extracted.pdb,Y
ATEXOM_extracted.pdb,Y
ATEXOO_extracted.pdb,Y
ATEXUS_extracted.pdb,Y
ATEYII_extracted.pdb,Y
ATEZIJ_extracted.pdb,Y
ATEZOP_extracted.pdb,Y
ATEZUV_extracted.pdb,Y
ATIHIW_extracted.pdb,Y
ATIJAQ_extracted.pdb,Y
ATIJEU_extracted.pdb,Y
ATIJOE_extracted.pdb,Y
ATINIC_extracted.pdb,Y
ATINOI_extracted.pdb,Y
ATINUO_extracted.pdb,Y
ATIPAW_extracted.pdb,Y
ATIPEA_extracted.pdb,Y
ATIPIE_extracted.pdb,Y
ATIPOJ_extracted.pdb,Y
ATIPOK_extracted.pdb,Y
ATIPUQ_extracted.pdb,Y
ATIQAX_extracted.pdb,N
ATIQEB_extracted.pdb,Y
ATIQIF_extracted.pdb,Y
ATIQOL_extracted.pdb,Y
ATIQUQ_extracted.pdb,Y
ATIRAY_extracted.pdb,Y
ATISEC_extracted.pdb,Y
ATISIG_extracted.pdb,Y
ATISUT_extracted.pdb,Y
ATITII_extracted.pdb,Y
ATIVUW_extracted.pdb,Y
ATOGIB_extracted.pdb,Y
ATOGOH_extracted.pdb,Y
ATOHAT_extracted.pdb,Y
ATOHEX_extracted.pdb,N
ATOHIB_extracted.pdb,Y
ATOHIC_extracted.pdb,N
ATOHUN_extracted.pdb,N
ATOJAV_extracted.pdb,N
ATOJEA_extracted.pdb,Y
ATOJEY01_extracted.pdb,Y
ATOJEZ_extracted.pdb,N
ATOKOJ_extracted.pdb,N
ATOLOK_extracted.pdb,Y
ATOLOM_extracted.pdb,Y
ATOLUS_extracted.pdb,Y
ATONIH_extracted.pdb,Y
ATONOO_extracted.pdb,Y
ATOQAC_extracted.pdb,Y
ATOQEG_extracted.pdb,Y
ATOWIP_extracted.pdb,Y
ATOXUC_extracted.pdb,Y
ATOYIR_extracted.pdb,Y
ATOYOX_extracted.pdb,Y
ATOYUD_extracted.pdb,Y
ATOZAK_extracted.pdb,Y
ATOZOY01_extracted.pdb,Y
ATRVNT_extracted.pdb,Y
ATUDAW_extracted.pdb,Y
ATUDIE_extracted.pdb,Y
ATUFIE_extracted.pdb,Y
ATUHAZ_extracted.pdb,Y
ATUHED_extracted.pdb,Y
ATUJIK_extracted.pdb,Y
ATUKIK_extracted.pdb,N
ATUKOQ_extracted.pdb,Y
ATUKUV_extracted.pdb,Y
ATUKUW_extracted.pdb,Y
ATULEH_extracted.pdb,Y
ATULEI_extracted.pdb,Y
ATULIL_extracted.pdb,Y
ATULOR_extracted.pdb,Y
ATUPOW_extracted.pdb,Y
ATUQAJ_extracted.pdb,Y
ATUQEN_extracted.pdb,Y
ATUQIR_extracted.pdb,Y
ATURUE_extracted.pdb,Y
ATUSAL_extracted.pdb,Y
ATUSEP_extracted.pdb,Y
ATUSIT_extracted.pdb,Y
ATUSOZ_extracted.pdb,Y
ATUTAK_extracted.pdb,Y
ATUTUE_extracted.pdb,Y
ATUVAM_extracted.pdb,Y
ATUVEQ_extracted.pdb,Y
ATUVES_extracted.pdb,Y
ATUVIW_extracted.pdb,Y
ATUWES_extracted.pdb,Y
ATUWIW_extracted.pdb,Y
ATUWUH01_extracted.pdb,Y
ATUYIX_extracted.pdb,Y
ATUZIY_extracted.pdb,Y
ATUZIY02_extracted.pdb,Y
ATYREE02_extracted.pdb,Y
ATYREE03_extracted.pdb,Y
AVACUW_extracted.pdb,Y
AVADAD_extracted.pdb,Y
AVAFEK_extracted.pdb,Y
AVAFIN_extracted.pdb,Y
AVAFOU_extracted.pdb,Y
AVAFUA_extracted.pdb,Y
AVAGAH_extracted.pdb,Y
AVAGEL_extracted.pdb,Y
AVAGIN_extracted.pdb,Y
AVAHAH_extracted.pdb,Y
AVAHEL_extracted.pdb,Y
AVAHIP_extracted.pdb,Y
AVAHUA_extracted.pdb,Y
AVAJAI_extracted.pdb,Y
AVAJAK_extracted.pdb,Y
AVAJEM_extracted.pdb,Y
AVAJEO_extracted.pdb,Y
AVAKIR_extracted.pdb,Y
AVALAM_extracted.pdb,Y
AVALEP_extracted.pdb,Y
AVALOZ_extracted.pdb,Y
AVAMOB_extracted.pdb,Y
AVASEW_extracted.pdb,Y
AVASIA_extracted.pdb,Y
AVASOG_extracted.pdb,Y
AVAWEB_extracted.pdb,Y
AVAWID_extracted.pdb,N
AVAWOJ_extracted.pdb,N
AVAXAW_extracted.pdb,Y
AVAYIF_extracted.pdb,Y
AVAYOL_extracted.pdb,Y
AVAYUR_extracted.pdb,Y
AVAZIH_extracted.pdb,N
AVAZON_extracted.pdb,N
AVAZUT_extracted.pdb,Y
AVEBAF_extracted.pdb,Y
AVEBEJ_extracted.pdb,Y
AVEBIN_extracted.pdb,Y
AVECIP_extracted.pdb,Y
AVECOV_extracted.pdb,Y
AVECUB_extracted.pdb,Y
AVEDAI_extracted.pdb,Y
AVEDEM_extracted.pdb,Y
AVEDIQ_extracted.pdb,Y
AVEFOY_extracted.pdb,Y
AVEFUE_extracted.pdb,Y
AVEGAL_extracted.pdb,Y
AVEGIS_extracted.pdb,Y
AVEGOY_extracted.pdb,Y
AVEGUE_extracted.pdb,N
AVEHAL_extracted.pdb,N
AVEJAN_extracted.pdb,Y
AVEJES_extracted.pdb,Y
AVEJES01_extracted.pdb,Y
AVEKET_extracted.pdb,Y
AVELET_extracted.pdb,N
AVELIX_extracted.pdb,N
AVELUK_extracted.pdb,Y
AVEMAR_extracted.pdb,Y
AVEMUK01_extracted.pdb,Y
AVEPIC_extracted.pdb,Y
AVEWED_extracted.pdb,Y
AVEZIM_extracted.pdb,Y
AVEZOS_extracted.pdb,Y
AVEZUY_extracted.pdb,Y
AVIBAK_extracted.pdb,Y
AVIBEN_extracted.pdb,Y
AVIBEO_extracted.pdb,N
AVIBIQ_extracted.pdb,Y
AVIBIS_extracted.pdb,N
AVIBOY_extracted.pdb,N
AVICAK_extracted.pdb,Y
AVICEO_extracted.pdb,N
AVICOY_extracted.pdb,N
AVIGIX_extracted.pdb,Y
AVILAS_extracted.pdb,Y
AVILEW_extracted.pdb,Y
AVILIA_extracted.pdb,N
AVILOG_extracted.pdb,Y
AVILUM_extracted.pdb,Y
AVIMAT_extracted.pdb,N
AVIMEX_extracted.pdb,N
AVIMIB_extracted.pdb,N
AVIMOH_extracted.pdb,N
AVIWEH_extracted.pdb,Y
AVIWEH01_extracted.pdb,Y
AVIWIL_extracted.pdb,Y
AVIWOR_extracted.pdb,M
AVIWOR01_extracted.pdb,Y
AVIZEM_extracted.pdb,Y
AVIZIQ_extracted.pdb,Y
AVOBIX_extracted.pdb,Y
AVOBOD_extracted.pdb,Y
AVOBUJ_extracted.pdb,Y
AVODOG_extracted.pdb,Y
AVOPAD_extracted.pdb,Y
AVOPEH_extracted.pdb,Y
AVOPIL_extracted.pdb,Y
AVOPOR_extracted.pdb,Y
AVOPUX_extracted.pdb,Y
AVOQAE_extracted.pdb,Y
AVOQEI_extracted.pdb,Y
AVOQIM_extracted.pdb,Y
AVOTUA_extracted.pdb,Y
AVOVAI_extracted.pdb,Y
AVOVEM_extracted.pdb,Y
AVOVIQ_extracted.pdb,Y
AVOWOZ01_extracted.pdb,Y
AVOWUF_extracted.pdb,Y
AVOYAN_extracted.pdb,Y
AVUFON_extracted.pdb,Y
AVUHEG_extracted.pdb,Y
AVULUY01_extracted.pdb,Y
AVUMOT_extracted.pdb,Y
AVUQEO_extracted.pdb,Y
AVUQIS_extracted.pdb,Y
AVUROZ_extracted.pdb,N
AVURUF_extracted.pdb,N
AVUXAS_extracted.pdb,Y
AVUXEW_extracted.pdb,Y
AVUXIA_extracted.pdb,Y
AVUXUM_extracted.pdb,N
AVUZIB_extracted.pdb,Y
AVUZIC_extracted.pdb,Y
AVUZOI_extracted.pdb,Y
AWACAE_extracted.pdb,Y
AWALOB_extracted.pdb,N
AWALUH_extracted.pdb,N
AWAMAO_extracted.pdb,N
AWAMES_extracted.pdb,N
AWAMIW_extracted.pdb,N
AWAQIZ_extracted.pdb,Y
AWAQOF_extracted.pdb,Y
AWARUM_extracted.pdb,Y
AWATIB_extracted.pdb,Y
AWAVEZ01_extracted.pdb,Y
AWAYUU_extracted.pdb,Y
AWAZAB_extracted.pdb,Y
AWAZEF_extracted.pdb,Y
AWAZIJ_extracted.pdb,Y
AWEBEJ_extracted.pdb,N
AWEBIN_extracted.pdb,Y
AWEBOT_extracted.pdb,Y
AWECEK_extracted.pdb,Y
AWEGOA_extracted.pdb,Y
AWEGUG_extracted.pdb,Y
AWEHAL01_extracted.pdb,Y
AWEHER01_extracted.pdb,Y
AWEHIV01_extracted.pdb,Y
AWEHUH_extracted.pdb,Y
AWEJET01_extracted.pdb,Y
AWEJIX01_extracted.pdb,Y
AWEMEW_extracted.pdb,Y
AWEMIA_extracted.pdb,Y
AWEPEY_extracted.pdb,Y
AWETUT_extracted.pdb,Y
AWEVEF02_extracted.pdb,Y
AWEVOP01_extracted.pdb,Y
AWEWOO_extracted.pdb,Y
AWEWUU_extracted.pdb,Y
AWEWUW_extracted.pdb,Y
AWEXAB_extracted.pdb,Y
AWEXEF_extracted.pdb,Y
AWICEQ01_extracted.pdb,Y
AWICUG01_extracted.pdb,Y
AWIDER_extracted.pdb,Y
AWIGIW_extracted.pdb,N
AWIJIB_extracted.pdb,Y
AWIKUO01_extracted.pdb,Y
AWIQOO02_extracted.pdb,Y
AWIRAB02_extracted.pdb,Y
AWIREF_extracted.pdb,Y
AWIRIJ_extracted.pdb,Y
AWIROP_extracted.pdb,Y
AWIRUV_extracted.pdb,Y
AWISUV01_extracted.pdb,Y
AWIVEI_extracted.pdb,Y
AWIVIM_extracted.pdb,Y
AWIVOR_extracted.pdb,Y
AWIVUX_extracted.pdb,Y
AWIWAE_extracted.pdb,Y
AWIWEI_extracted.pdb,Y
AWIXOT01_extracted.pdb,Y
AWIZIR_extracted.pdb,Y
AWIZUC_extracted.pdb,M
AWIZUD_extracted.pdb,Y
AWOBAQ_extracted.pdb,M
AWOBAR_extracted.pdb,Y
AWOBEU_extracted.pdb,M
AWOCIA_extracted.pdb,M
AWOCUM_extracted.pdb,M
AWODAT_extracted.pdb,M
AWOFOJ_extracted.pdb,M
AWOGEA_extracted.pdb,Y
AWOGIE_extracted.pdb,Y
AWOGUQ_extracted.pdb,Y
AWOMAA_extracted.pdb,Y
AWOMEE_extracted.pdb,Y
AWOMII_extracted.pdb,Y
AWOMOO_extracted.pdb,Y
AWOMUU_extracted.pdb,Y
AWONAB_extracted.pdb,Y
AWONIJ_extracted.pdb,Y
AWONUV_extracted.pdb,Y
AWOQUY_extracted.pdb,Y
AWOTUB_extracted.pdb,Y
AWOYES_extracted.pdb,Y
AWOZUJ_extracted.pdb,Y
AWUCAW_extracted.pdb,Y
AWUCOK_extracted.pdb,Y
AWUDIF_extracted.pdb,Y
AWUFEF_extracted.pdb,Y
AWUGIJ_extracted.pdb,Y
AWUHAC_extracted.pdb,Y
AWUHUW_extracted.pdb,Y
AWUJAE_extracted.pdb,Y
AWUJOR_extracted.pdb,Y
AWUJUY_extracted.pdb,Y
AWUKIO_extracted.pdb,Y
AWUKOT_extracted.pdb,Y
AWUKOU_extracted.pdb,Y
AWUKUA_extracted.pdb,Y
AWULAH_extracted.pdb,Y
AWULEL_extracted.pdb,Y
AWULIP_extracted.pdb,Y
AWULOV_extracted.pdb,Y
AWULUA_extracted.pdb,Y
AWUMIQ_extracted.pdb,Y
AWUMUC_extracted.pdb,Y
AWUNOV01_extracted.pdb,Y
AWUNUC_extracted.pdb,Y
AWUPEP_extracted.pdb,Y
AWUPIT_extracted.pdb,Y
AWUPUE_extracted.pdb,Y
AWUQOZ_extracted.pdb,Y
AWUQUF_extracted.pdb,N
AWURIV_extracted.pdb,Y
AWUROB_extracted.pdb,Y
AWURUH_extracted.pdb,Y
AWUSAO_extracted.pdb,Y
AWUSES_extracted.pdb,Y
AWUSOB_extracted.pdb,Y
AWUSUH_extracted.pdb,Y
AWUTES01_extracted.pdb,Y
AWUTIW_extracted.pdb,Y
AWUTOD_extracted.pdb,Y
AWUVAP_extracted.pdb,Y
AWUVET_extracted.pdb,Y
AWUVIX_extracted.pdb,Y
AWUVIY_extracted.pdb,Y
AWUVOD_extracted.pdb,Y
AWUWAS_extracted.pdb,Y
AWUWEW_extracted.pdb,Y
AWUWIA_extracted.pdb,Y
AWUWOG_extracted.pdb,Y
AWUXUM_extracted.pdb,Y
AWUYAT_extracted.pdb,Y
AWUYAT01_extracted.pdb,Y
AWUYEW_extracted.pdb,Y
AWUYIA_extracted.pdb,Y
AWUYOG_extracted.pdb,Y
AXABAD01_extracted.pdb,Y
AXABAD02_extracted.pdb,Y
AXABAD03_extracted.pdb,Y
AXACIM_extracted.pdb,Y
AXACOS_extracted.pdb,Y
AXADAF_extracted.pdb,Y
AXADOT_extracted.pdb,Y
AXAGAI_extracted.pdb,Y
AXAGOW_extracted.pdb,Y
AXAGUD_extracted.pdb,Y
AXAHEN_extracted.pdb,N
AXAHEO_extracted.pdb,Y
AXAHIS_extracted.pdb,Y
AXAHOY_extracted.pdb,Y
AXAHUE_extracted.pdb,Y
AXAJAL_extracted.pdb,Y
AXAJAM_extracted.pdb,Y
AXAJEQ_extracted.pdb,Y
AXAJUF_extracted.pdb,Y
AXAJUG_extracted.pdb,Y
AXAKAN_extracted.pdb,Y
AXAKER_extracted.pdb,Y
AXAKIV_extracted.pdb,Y
AXAKOB_extracted.pdb,Y
AXAKUG_extracted.pdb,Y
AXALAM_extracted.pdb,Y
AXALOB_extracted.pdb,Y
AXAMIX_extracted.pdb,Y
AXAMOD_extracted.pdb,Y
AXAMUJ_extracted.pdb,Y
AXANAQ02_extracted.pdb,Y
AXANEU02_extracted.pdb,Y
AXANIX_extracted.pdb,Y
AXANUJ_extracted.pdb,Y
AXAPAR_extracted.pdb,Y
AXAPOF_extracted.pdb,Y
AXAQIA_extracted.pdb,Y
AXAQUM_extracted.pdb,Y
AXARIB_extracted.pdb,Y
AXASAU_extracted.pdb,Y
AXASEZ_extracted.pdb,M
AXASIC_extracted.pdb,Y
AXASID_extracted.pdb,M
AXASOI_extracted.pdb,Y
AXASOJ_extracted.pdb,M
AXATEA_extracted.pdb,Y
AXAVIF_extracted.pdb,Y
AXAVOL_extracted.pdb,Y
AXAWIG_extracted.pdb,Y
AXAXED_extracted.pdb,Y
AXAXIH_extracted.pdb,Y
AXAXUU_extracted.pdb,M
AXAYAB_extracted.pdb,M
AXAYEF_extracted.pdb,M
AXAYIJ_extracted.pdb,M
AXAYOP_extracted.pdb,M
AXAYUV_extracted.pdb,M
AXAZAC_extracted.pdb,M
AXAZEG_extracted.pdb,M
AXAZOQ_extracted.pdb,M
AXECEL_extracted.pdb,Y
AXEDOX_extracted.pdb,Y
AXEDUD_extracted.pdb,Y
AXEFAL_extracted.pdb,Y
AXEFIT_extracted.pdb,Y
AXEFOZ_extracted.pdb,Y
AXEFUF_extracted.pdb,Y
AXEJET_extracted.pdb,Y
AXEJIX_extracted.pdb,Y
AXEJUI_extracted.pdb,Y
AXEJUJ_extracted.pdb,Y
AXEKAP_extracted.pdb,Y
AXEKAQ_extracted.pdb,Y
AXEKEU_extracted.pdb,Y
AXEKIY_extracted.pdb,Y
AXELAQ_extracted.pdb,Y
AXELEU_extracted.pdb,Y
AXELEV_extracted.pdb,Y
AXELIZ_extracted.pdb,Y
AXELOF_extracted.pdb,Y
AXELUL_extracted.pdb,Y
AXENIC_extracted.pdb,Y
AXENUN_extracted.pdb,Y
AXEPAV_extracted.pdb,Y
AXEQEA_extracted.pdb,Y
AXEQIF_extracted.pdb,Y
AXERUQ_extracted.pdb,Y
AXESAX_extracted.pdb,N
AXESEB_extracted.pdb,Y
AXESIF_extracted.pdb,Y
AXEXAE_extracted.pdb,Y
AXEXAE01_extracted.pdb,Y
AXEXIM_extracted.pdb,Y
AXEXOS_extracted.pdb,Y
AXIBIT_extracted.pdb,Y
AXICAM_extracted.pdb,Y
AXICUF_extracted.pdb,Y
AXIJOH_extracted.pdb,Y
AXIJOI_extracted.pdb,Y
AXILID_extracted.pdb,Y
AXILID01_extracted.pdb,Y
AXILUQ_extracted.pdb,Y
AXIMAX_extracted.pdb,Y
AXIMEB_extracted.pdb,Y
AXIMIE_extracted.pdb,Y
AXIMIE01_extracted.pdb,Y
AXIMOK_extracted.pdb,Y
AXIPUT_extracted.pdb,Y
AXIQEE_extracted.pdb,Y
AXIRUV_extracted.pdb,Y
AXISEG_extracted.pdb,Y
AXIYOW_extracted.pdb,Y
AXOKEE_extracted.pdb,N
AXOKII_extracted.pdb,N
AXOKOO_extracted.pdb,Y
AXOKUU_extracted.pdb,Y
AXOLAB_extracted.pdb,Y
AXOLEF_extracted.pdb,Y
AXOLIJ_extracted.pdb,Y
AXOLOP_extracted.pdb,Y
AXOLUV_extracted.pdb,Y
AXOMAC_extracted.pdb,Y
AXONIK_extracted.pdb,N
AXONUX_extracted.pdb,Y
AXOPAF_extracted.pdb,Y
AXOPEJ_extracted.pdb,Y
AXOPIN_extracted.pdb,Y
AXOQIP_extracted.pdb,Y
AXOQOV_extracted.pdb,Y
AXOSOW01_extracted.pdb,Y
AXOVUF_extracted.pdb,Y
AXOWIU_extracted.pdb,Y
AXOWOA_extracted.pdb,Y
AXOWOZ01_extracted.pdb,Y
AXOXER_extracted.pdb,Y
AXPAZU_extracted.pdb,M
AXPEAM_extracted.pdb,Y
AXUBOM_extracted.pdb,Y
AXUBUR02_extracted.pdb,Y
AXUBUR03_extracted.pdb,Y
AXUBUR04_extracted.pdb,Y
AXUGUX_extracted.pdb,Y
AXUHAE_extracted.pdb,Y
AXUJIO_extracted.pdb,Y
AXUKOV01_extracted.pdb,Y
AXULEL_extracted.pdb,Y
AXUQIT_extracted.pdb,Y
AYADIO_extracted.pdb,Y
AYASEA_extracted.pdb,Y
AYASIE_extracted.pdb,Y
AYATID_extracted.pdb,N
AYAVAY_extracted.pdb,Y
AYAVUS_extracted.pdb,Y
AYAVUT_extracted.pdb,Y
AYAWAZ_extracted.pdb,Y
AYAWED_extracted.pdb,Y
AYECAJ_extracted.pdb,Y
AYECEM_extracted.pdb,Y
AYECEM01_extracted.pdb,Y
AYEFEP_extracted.pdb,N
AYEFOZ_extracted.pdb,Y
AYEFOZ01_extracted.pdb,Y
AYEFUF_extracted.pdb,Y
AYEGIU_extracted.pdb,Y
AYELEX_extracted.pdb,Y
AYEMEY_extracted.pdb,Y
AYEMIA_extracted.pdb,Y
AYENIC_extracted.pdb,Y
AYENOI_extracted.pdb,Y
AYEPIF_extracted.pdb,Y
AYEPUQ_extracted.pdb,M
AYEQIG_extracted.pdb,Y
AYEROM_extracted.pdb,M
AYESOO_extracted.pdb,Y
AYETAB_extracted.pdb,Y
AYETEF_extracted.pdb,Y
AYEWIM_extracted.pdb,Y
AYEXEI_extracted.pdb,M
AYEYOT_extracted.pdb,M
AYEZIO_extracted.pdb,M
AYEZOU_extracted.pdb,M
AYEZUA_extracted.pdb,M
AYIBER_extracted.pdb,N
AYIBOA_extracted.pdb,M
AYIBUG_extracted.pdb,M
AYICUI_extracted.pdb,Y
AYIDES_extracted.pdb,M
AYIDOC_extracted.pdb,M
AYIDUI_extracted.pdb,M
AYIFAQ_extracted.pdb,M
AYIGEV_extracted.pdb,M
AYOHEB_extracted.pdb,Y
AYOHIF_extracted.pdb,Y
AYOHOL_extracted.pdb,Y
AYOHUR_extracted.pdb,Y
AYOJAZ_extracted.pdb,Y
AYOJED_extracted.pdb,Y
AYOLIJ_extracted.pdb,Y
AYONEI_extracted.pdb,Y
AYOPEK_extracted.pdb,Y
AYOPIO_extracted.pdb,Y
AYOQEK_extracted.pdb,N
AYOQOV_extracted.pdb,Y
AYORAI_extracted.pdb,Y
AYOREL_extracted.pdb,N
AYOREM_extracted.pdb,Y
AYORIP_extracted.pdb,N
AYORIQ_extracted.pdb,Y
AYOROV_extracted.pdb,Y
AYORUB_extracted.pdb,Y
AYORUD_extracted.pdb,Y
AYOSAI_extracted.pdb,M
AYOSAK_extracted.pdb,Y
AYOSEO_extracted.pdb,Y
AYOTIS01_extracted.pdb,Y
AYOVAM_extracted.pdb,Y
AYOVIU_extracted.pdb,Y
AYOXES_extracted.pdb,Y
AYOXIX01_extracted.pdb,Y
AYOYUK_extracted.pdb,Y
AYOZIY_extracted.pdb,Y
AYOZOE_extracted.pdb,Y
AYUBED_extracted.pdb,N
AYUBED01_extracted.pdb,N
AYUBIH_extracted.pdb,Y
AYUCAZ_extracted.pdb,Y
AYUCED_extracted.pdb,Y
AYUCUT_extracted.pdb,Y
AYUDAA_extracted.pdb,Y
AYUFUW_extracted.pdb,Y
AYUGAD_extracted.pdb,Y
AYUHIM_extracted.pdb,Y
AYUHOS_extracted.pdb,Y
AYUJOU_extracted.pdb,Y
AYUKUB_extracted.pdb,Y
AYUMIR_extracted.pdb,N
AYUMUD_extracted.pdb,Y
AYUNOY_extracted.pdb,Y
AYUNUE_extracted.pdb,Y
AYUPAM_extracted.pdb,Y
AYUPUH_extracted.pdb,Y
AYUQER_extracted.pdb,Y
AYUQOB_extracted.pdb,Y
AYURAO_extracted.pdb,Y
AYURIW_extracted.pdb,Y
AYUTAQ_extracted.pdb,Y
AYUTEU_extracted.pdb,Y
AYUWEX_extracted.pdb,Y
AYUWIB_extracted.pdb,Y
AYUXAU_extracted.pdb,Y
AYUXID_extracted.pdb,Y
AZABAF_extracted.pdb,Y
AZACUB_extracted.pdb,Y
AZADEM_extracted.pdb,Y
AZAFAK_extracted.pdb,Y
AZAGOY_extracted.pdb,Y
AZAHIT_extracted.pdb,Y
AZAHUF_extracted.pdb,Y
AZAJUH_extracted.pdb,Y
AZAKAP_extracted.pdb,Y
AZAKIW_extracted.pdb,Y
AZAKOC_extracted.pdb,Y
AZALUJ_extracted.pdb,Y
AZALUK_extracted.pdb,Y
AZAXAB_extracted.pdb,M
AZAXEF_extracted.pdb,M
