REFCODE,molecule,pore_diam_opt,no_windows,classification
MALGUD,6,1.886116312599441,3,
MALGUD,7,1.8859745438844269,3,
MALGUD,12,1.8873477692107552,3,
MALGUD,13,1.8876481960041045,3,
MALHAK,3,1.7835565979097558,3,
MALHAK,8,1.8830267210776568,3,
MALHAK,9,1.88304655875794,3,
MALHEO,2,1.883545079411958,3,
MALHEO,3,1.883735078808208,3,
MALHEO,20,1.883042302897707,3,
MALHEO,21,1.8829757685419468,3,
MALHEO,34,1.8827495266021983,3,
MALHEO,35,1.8838191161963045,3,
MALNIX,0,0.0,0,
MALTAU,0,2.06113377432692,2,
MALTAU,1,2.0584293004952467,2,
MALTAU,2,2.0592112415946096,2,
MALTAU,3,2.0591451856340046,2,
MALVON,1,9.485934656313347,11,
MALVON,2,9.529836414644516,10,
MAMMOE,4,1.9420681673614093,2,
MAMMOE,5,1.9396713825991687,2,
MAMNAR,1,1.5271290850514347,2,
MAMNAR,2,1.9662868288944224,2,
MAMNAR,3,1.9680142009103965,2,
MAMNAR,10,1.980599877300468,2,
MAMNAR,11,1.9681703767089551,2,
MAMNEV,0,0.0,0,
MAMNIZ,0,0.8423447530648294,2,
MAMNOF,0,0.0,0,
MAMVON,0,0.0,0,
MANCEM,0,0.0,0,
MANCIQ,0,0.0,0,
MAPTEF,0,0.0,0,
MAQHIY,0,0.0,0,
MAQSOP,0,1.4861839293752808,2,
MAQSOP,1,1.4998600315103556,2,
MAQSOP,2,0.6571178968965863,2,
MAQSOP,3,0.6571178968965863,2,
MAQSOP,4,0.7230449676381183,2,
MAQSOP,5,0.7230449676381183,2,
MAQSOP,6,1.4896175396721754,2,
MAQSOP,7,1.4896175396721754,2,
MAQSUV,0,0.3575421167309054,2,
MAQSUV,1,0.35754211673090497,2,
MAQSUV,2,0.35754211673090497,2,
MAQSUV,3,0.35754211673090497,2,
MAQSUV,4,1.622962907659105,2,
MAQSUV,5,1.622962907659105,2,
MAQSUV,6,1.622962907659105,2,
MAQSUV,7,1.622962907659105,2,
MAQSUV,8,1.1607143489503446,2,
MAQSUV,9,0.502501725041697,3,
MARXUA,0,2.0790880522376,3,
MARXUA,1,2.0790880522376,3,
MARXUA,2,2.0782670265994563,3,
MARXUA,3,2.0782670265994563,3,
MARXUA,4,1.6506538321663815,3,
MARXUA,5,1.650092773221623,3,
MASPUU,0,0.0,0,
MAVVAI,0,4.5235546142508385,3,
MAVVAI,2,4.523359663882658,3,
MAVVAI,4,4.52336062873737,3,
MAVVAI,5,4.523382181843947,3,
MAVVAI,6,4.523553499486843,3,
MAVVAI,9,4.523333265729904,3,
MAVXUF,0,0.0,0,
MAVZER,0,0.0,0,
MAWBUH,1,4.4565957019234,2,
MAWCAO,1,4.1717198437078125,2,
MAWCAO,2,3.836097002935981,2,
MAWGAU,0,1.5916656101684978,2,
MAWGAU,5,1.565173579054847,2,
MAWGAU,7,1.5258176690112335,2,
MAWGAU,11,1.5920373588748171,2,
MAWGEY,0,0.0,0,
MAZHAZ01,0,0.0,0,
MAZSOV,0,1.6191974969473004,6,
MAZSOV,1,1.6185539733441536,6,
MAZSOV,5,1.6185712880993672,6,
MAZSOV,8,1.6309991004568665,7,
MAZSUB,0,3.5599039172242404,4,
MAZSUB,1,2.4339331503169963,4,
MAZSUB,2,2.434657104755197,4,
MAZSUB,3,3.5587684806693978,4,
MAZSUB,6,3.559712359425154,4,
MAZSUB,9,2.4331507325566717,4,
MAZSUB,10,3.559086961668249,4,
MAZSUB,13,2.4118251800235857,4,
MAZTAI,0,0.0,0,
MAZWUF,0,0.0,0,
MAZXAM,0,0.0,0,
MAZXEQ,0,0.0,0,
MAZXIU,0,0.0,0,
MEBLAH,0,0.6403510664978636,2,
MECBUR,0,0.8442239555849569,2,
MECBUR,1,0.8446707119582935,2,
MECBUR,2,0.9418805930372174,2,
MECBUR,3,0.8440147856648612,2,
MECJEL,0,4.764206519097372,2,
MECJEL,1,3.6635675178664338,2,
MECJEL,2,3.663622768202868,2,
MECJEL,5,3.6635675564922754,2,
MEDLAL,0,0.0,0,
MEDLEP,0,0.0,0,
MEDLIT,0,0.0,0,
MEDLOZ,0,0.0,0,
MEDLUF,0,0.0,0,
MEDMAM,0,0.0,0,
MEDMIU,0,0.0,0,
MEDMOA,0,0.0,0,
MEDMUG,0,0.0,0,
MEDNAN,0,0.0,0,
MEGGEK,0,0.7045964470724106,2,
MEGGEK,1,0.7052969157026561,2,
MEGGEK,22,0.9658953689864408,2,
MEGGEK,23,0.7044348924295307,2,
MEGMUI,0,0.0,0,
MEGRUL,0,2.785936500227631,2,
MEGRUL,1,2.7832388566912827,2,
MEGRUL,2,2.7839083438644185,2,
MEGRUL,3,2.784543487061585,2,
MEGRUL01,0,2.785936500227631,2,
MEGRUL01,1,2.7832388566912827,2,
MEGRUL01,2,2.7839083438644185,2,
MEGRUL01,3,2.784543487061585,2,
MEGWON,0,0.0,0,
MEJHAN,0,5.93492726946554,2,
MEJHAN,5,5.8832067775033074,2,
MEJHAN,18,5.871689070849566,2,
MEJHAN,22,5.882902505409255,2,
MEJHER,0,6.4088487695565854,2,
MEJHER,5,6.393241181583086,2,
MEJHER,15,6.5074502648572325,2,
MEJHER,16,6.5078045508441305,2,
MEJKEU,0,0.9272517276573023,2,
MEJKEU,1,0.9369315599072888,2,
MEJKEU,2,0.9268183131122644,2,
MEJKEU,3,0.9278592498503118,2,
MEKRUS,0,5.173870213248893,2,
MEKRUS,1,5.149443084018326,2,
MEKWAB,2,0.509318743788314,2,
MEKWAB,6,0.5095793748138666,2,
MELFIT07,0,0.0,0,
MELFIT09,0,0.0,0,
MELFIT10,0,0.0,0,
MELFIT11,0,0.0,0,
MELFIT12,0,0.0,0,
MELFIT14,0,0.0,0,
MELFIT18,0,0.0,0,
MEMVAE,0,0.0,0,
MEMXOU,0,0.0,0,
MENJEV,2,1.513724012108962,2,
MENJEV,3,1.5153384154165723,2,
MENJEV,6,1.5159923473019077,2,
MENJEV,7,1.5150238474651547,2,
MENRAB,0,0.0,0,
MENSAC,0,0.0,0,
MENVOR,6,2.26105865171538,2,
MEQFEU,0,0.0,0,
MEQGAQ,1,2.429188480317144,2,
MEQGAQ,5,2.4294599130742345,2,
MEQGIY,0,0.0,0,
MERJOI,2,0.405401668703973,2,
MERJOI,3,0.4062976729647709,2,
MERJOI,4,0.4062976729647709,2,
MERJOI,5,0.40609499387341774,2,
MERZAN,0,0.0,0,
MESGID,0,7.1290162806200765,2,
MESGID,1,7.1521986777542015,2,
MESGOJ,1,6.902591749393272,2,
MESGOJ,2,6.910035378676852,2,
MESKIE,0,2.500672908015559,5,
MESKIE,4,2.501185930804152,5,
MESRAE,0,0.0,0,
METJAZ,0,0.0,0,
METJED,0,4.848488613828851,2,
METJED,1,4.893844185418606,2,
METJED,4,4.880341063025167,2,
METJED,5,4.880703247502675,2,
METNUV,0,0.0,0,
METSIQ,0,5.117857775628728,2,
METSIQ,3,5.254016464070354,2,
METSIQ,6,5.253980410193313,2,
METSOW,0,2.8921307559514777,2,
METSOW,3,3.5110388455415316,2,
METSOW,5,2.891563560931504,2,
METSOW,10,2.8921361898310343,2,
METSUC,0,6.661025731895133,2,
METSUC,1,6.682097474914918,2,
METSUC,13,6.686365763817692,2,
METSUC,15,6.686344892658559,2,
MEWMIM,0,1.6375802754400652,3,
MEWMIM,1,1.6371582563449645,4,
MEWMIM,2,1.638119073456136,3,
MEWMIM,3,1.636388230508957,3,
MEWMIM,4,1.6381214539582407,3,
MEWMIM,5,1.6370577103946682,3,
MEWMIM,6,1.6375779642647936,3,
MEWMIM,7,1.6364876670744466,3,
MEXJII,0,1.0714337359053112,2,
MEXJOO,2,1.2169144115440096,2,
MEXJOO,3,1.216885341445766,2,
MEXJUU,1,1.864452350129277,2,
MEXJUU,3,1.8820496704178624,2,
MEXJUU,7,1.8737136744864284,2,
MEXJUU,8,1.8743076000769057,2,
MEXJUU,11,1.8742269090511336,2,
MEXJUU,12,1.8738054058663085,2,
MEXJUU,21,1.3853430673100635,2,
MEXJUU,22,1.8833759593632065,2,
MEXKAB,0,1.2553733589254228,2,
MEXKAB,1,1.7673174183043936,2,
MEXKAB,11,1.7794348783517928,2,
MEXKAB,12,1.7789733867367308,2,
MEXKAB,17,1.2553172363249496,2,
MEXKAB,23,1.7728661758321196,2,
MEXKAB,32,1.7680757520419281,2,
MEXKAB,33,1.2553643192234858,2,
MIBHEM,0,0.0,0,
MICFEJ,0,0.0,0,
MIFTAY,0,0.0,0,
MIFVUS,0,0.0,0,
MIFXIL,0,0.0,0,
MIGCOX,0,1.7894421255222106,2,
MIGCOX,1,1.7894421255222106,2,
MIGCOX,2,1.7894421255222106,2,
MIGCOX,3,1.7894421255222106,2,
MIGCOX,4,1.7894421255222106,2,
MIGCOX,5,1.7894421255222106,2,
MIGDOY,0,0.0,0,
MIGDUE,0,0.0,0,
MIGGER,12,8.027359109339006,2,
MIGGER,13,8.027690465623097,2,
MIGGIV,16,7.599725485772716,2,
MIGGIV,17,7.606165679809608,2,
MIGGIV,24,7.598370155926019,2,
MIGGIV,25,7.6095440950882365,2,
MIGHES,0,7.593476034252107,2,
MIGMAT,0,0.6788841695084815,2,
MIGMAT,1,0.6787935632591338,2,
MIHFOB,0,0.0,0,
MIHXUY,0,0.0,0,
MIKPIH,0,0.0,0,
MILQEF,4,1.1380072832156616,2,
MILQEF,5,1.1368414925007606,2,
MILQEF,6,1.1794622436961886,2,
MILQEF,7,1.1392148061670548,2,
MILTOR,0,0.0,0,
MILTUX,0,0.0,0,
MILVAF,0,0.0,0,
MILVEJ,0,0.0,0,
MILVIN,0,3.3322037346769218,2,
MILVIN,1,3.3322126110929395,2,
MILVOT,0,3.9318917442314825,2,
MILVOT,1,5.200484714225441,2,
MIMDER,0,0.0,0,
MIMDOB01,0,0.3210006404247583,2,
MIMDOB01,1,0.32092242679245064,2,
MIMDOB01,2,0.35827716922764363,2,
MIMDOB01,3,0.3580986066049827,2,
MIMDUH,0,1.1259837731273716,2,
MIMDUH,1,1.17591680313209,2,
MINCOO10,0,0.0,0,
MIPMOO,0,0.0,0,
MIQQEL,0,1.099369260089722,2,
MIQQEL,1,1.0979850369740674,2,
MIQQEL,4,1.1081071420416913,2,
MIQQEL,5,1.1021358189692252,2,
MIQQEL,8,1.1090105738514584,2,
MIQQEL,9,1.101494176567131,2,
MIQQEL,10,1.1018963894698168,2,
MIQQEL,11,1.0813777281059131,2,
MISWIV,0,0.560138050158574,2,
MITKOP,0,0.0,0,
MITLAC01,0,0.0,0,
MIVLUA,1,1.355643879986343,2,
MIWZEX,0,1.3915515593769279,2,
MIWZEX,1,1.4038628865998173,2,
MIWZEX,2,1.4865149550339605,2,
MIWZEX,3,1.4038808988127776,2,
MIWZIB,0,2.5699876136620143,2,
MIWZIB,1,2.2999225402175707,2,
MIYHAD,0,0.5322387628605143,3,
MIYHAD,1,0.5318605965181167,3,
MIYHAD,2,0.5322330505187973,3,
MIYHAD,3,0.5337299127699762,2,
MIZGOT,0,0.0,0,
MIZWEZ,0,0.0,0,
MOCMIB01,0,5.082243986129639,2,
MOCMIB01,1,5.0822439861296465,2,
MOCMIB01,2,5.082136244076444,2,
MOCMIB01,3,5.082136244076444,2,
MOCMIB01,8,5.08229135257335,2,
MOCMIB01,9,5.082291352573403,2,
MOCMIB01,10,5.082356682596531,2,
MOCMIB01,11,5.082356682596545,2,
MODWUY,0,0.0,0,
MOFFET,1,0.7920633807955939,2,
MOHFIY,0,1.4876887206705889,2,
MOHFIY,1,1.4860193053724442,2,
MOHFIY,2,1.4854488832901604,2,
MOHFIY,3,1.4849771841696349,2,
MOJBOD,0,1.7056121884543782,2,
MOJBOD,1,1.6978710216125168,2,
MOKLUU,0,0.9762616363996512,2,
MOKLUU,1,0.9762616363996512,2,
MOKLUU,2,1.0928716298265106,4,
MOKLUU,3,1.0928716298265106,4,
MOKLUU,4,0.9755159768225016,2,
MOKLUU,5,0.9769266345253508,2,
MOLMUV,0,0.901798905140946,2,
MOLNAC,0,4.475708217429672,2,
MOLNAC,1,4.45687412894703,2,
MOLWAN02,5,0.6539997032955642,2,
MOLWUH,0,1.9223001337265653,3,
MOLWUH,1,1.9218981692077928,3,
MOLWUH,4,1.9273815098916915,3,
MOLWUH,5,1.926988565651634,3,
MOMHON,0,0.14513525124579907,2,
MOMHON,1,0.1441227540836687,2,
MOMHON,2,0.7949696411869871,2,
MOMHON,3,0.7972168622009885,2,
MOMHON,4,0.7999840521092811,2,
MOMHON,5,0.7815701329422082,2,
MOMHON,6,0.1455380449142747,2,
MOMHON,7,0.14686536253766214,2,
MOMTIT,0,0.0,0,
MONNUA,0,2.0166191250905947,2,
MONNUA,1,2.01694223252179,2,
MONNUA,2,2.3382181342511332,2,
MONNUA,3,2.3382181342511257,2,
MONNUA,4,2.0166191235735966,2,
MOPGOP,0,1.1650099014281858,2,
MOPGOP,1,1.1652136122052863,2,
MOPJAC,0,0.0,0,
MOQHUW,0,1.555922770074282,4,
MOQHUW,1,1.5556609106227,4,
MOQHUW,2,1.5564229688489537,4,
MOQHUW,3,1.5564229688489537,4,
MOQHUW,4,1.5568203786590016,4,
MOQHUW,5,1.5568203786590016,4,
MORVIA,0,5.388618008799219,2,
MORVIA,1,5.388084495039866,2,
MORVIA,2,5.388084499511138,2,
MOTGIM,0,0.7974693583780246,2,
MOTGIM,1,0.7724358688883064,2,
MOTGIM01,0,0.7974693583780246,2,
MOTGIM01,1,0.7724358688883064,2,
MOTWAV,28,1.1099498924523337,2,
MOTWAV,29,1.109950063199202,2,
MOTWID,0,0.0,0,
MOTWUP,0,5.279152755893749,4,
MOTWUP,1,5.2781189272132085,4,
MOTWUP,4,5.2783371528440055,4,
MOTWUP,5,5.276920247337019,4,
MOTWUP,6,5.27848950748624,4,
MOTWUP,8,5.275616722871772,4,
MOTWUP01,0,5.237792628998198,4,
MOTWUP01,1,5.212960908356118,4,
MOTWUP01,2,2.189720332226138,2,
MOTWUP01,3,5.2117331607050765,4,
MOTWUP01,4,2.1897451808149504,2,
MOTWUP01,5,5.238748303416797,4,
MOTWUP01,6,2.1901294955791184,2,
MOTWUP01,7,5.2193881412137815,4,
MOTWUP01,8,5.238386390693952,4,
MOTWUP02,0,5.092883442179582,4,
MOTWUP02,1,5.092752762717104,4,
MOTWUP02,5,5.074797369120583,4,
MOTWUP02,6,5.092492556144278,4,
MOTWUP02,7,5.093154222572107,4,
MOTWUP02,8,5.0935537915329885,4,
MOTWUP03,0,5.174441919121955,4,
MOTWUP03,3,5.1778708782358205,4,
MOTWUP03,4,5.158661513958935,4,
MOTWUP03,5,5.1777769751310085,4,
MOTWUP03,6,5.178227933409156,4,
MOTWUP03,8,5.176590959788612,4,
MOTWUP04,1,5.151137465627466,4,
MOTWUP04,2,5.150251324524851,4,
MOTWUP04,5,5.157611041832599,4,
MOTWUP04,6,5.146530077043595,4,
MOTWUP04,7,5.1525723411676285,4,
MOTWUP04,8,5.14038942044051,4,
MOTWUP05,0,5.092883442179582,4,
MOTWUP05,1,5.092752762717104,4,
MOTWUP05,5,5.074797369120583,4,
MOTWUP05,6,5.092492556144278,4,
MOTWUP05,7,5.093154222572107,4,
MOTWUP05,8,5.0935537915329885,4,
MOTYUR,0,5.288670986252564,4,
MOTYUR,1,5.288539953570753,4,
MOTYUR,2,1.0993427572730283,2,
MOTYUR,4,5.288423180487623,4,
MOTYUR,6,5.288660385372097,4,
MOTYUR,9,1.0988883256822248,2,
MOTYUR,13,5.287960293324153,4,
MOTYUR,17,1.0988897992687798,2,
MOTYUR,20,5.2889843062987545,4,
MOTZEC,0,5.30417782893834,4,
MOTZEC,2,5.303557009859149,4,
MOTZEC,4,5.2922974706716985,4,
MOTZEC,6,5.304576703298938,4,
MOTZEC,9,5.2872579005672415,4,
MOTZEC,15,5.3040007533799285,4,
MOTZOM,0,5.269056266223911,4,
MOTZOM,1,5.217115737700603,4,
MOTZOM,18,5.2625132063643845,4,
MOTZOM,21,5.2697990871904645,4,
MOVBAC,6,5.230457661004369,4,
MOVBAC,7,5.272466885019025,4,
MOVBAC,18,5.2740475211622995,4,
MOVBAC,19,5.290536938560168,4,
MOVBUW,13,5.066475752697372,4,
MOVBUW,15,5.077597904176492,4,
MOVBUW,16,5.060421474414522,4,
MOVBUW,17,5.314028750804375,4,
MOVBUW,18,5.066409422264453,4,
MOVBUW,19,5.323582281802045,4,
MOVBUW,50,5.307962634353869,4,
MOVBUW,53,5.307948695731037,4,
MOVCEH,0,5.1852777769840435,4,
MOVCEH,1,5.150387653958647,4,
MOVCEH,14,5.146103705876612,4,
MOVCEH,16,5.149667953667574,4,
MOVCEH,22,5.1190875095760235,4,
MOVCEH,23,5.143115522073304,4,
MOVCEH,38,5.133040174732223,4,
MOVCEH,39,5.142703701654963,4,
MOVDAE,0,1.9638247834237004,2,
MOVDAE,1,1.9647376837874817,2,
MOVDAE,2,1.9638706891322533,2,
MOVDAE,3,1.9645780120623049,2,
MOVSUL,1,0.5036093651860085,2,
MOVSUL,35,0.5039989883540792,2,
MOVYIH,2,1.3386012652135464,2,
MOVYIH,3,1.3380736602214929,2,
MOVYUT,0,1.4934240417182747,2,
MOVYUT,1,1.4940710316437724,2,
MOVZEE,0,1.7433005187469153,2,
MOVZEE,1,1.7429374535992437,2,
MOVZOO,0,4.667321923565966,2,
MOVZOO,1,4.666010442143913,2,
MOVZOO,2,4.665546409900771,2,
MOVZOO,5,4.6652945308079765,2,
MOWJAJ,0,0.0,0,
MOWKEO,0,1.7586565675864132,2,
MOWKEO,1,1.7586478642384789,2,
MOWKEO,2,1.7589078787897487,2,
MOWKEO,3,1.7589196877265034,2,
MOXRAU,1,5.124481878111693,2,
MOXRAU,3,5.111314128171238,2,
MUBDAQ,7,0.2409138253161016,2,
MUCJEA02,0,0.0,0,
MUCYIU,0,1.2108981568407309,2,
MUCYIU,1,1.2108468352799862,2,
MUCYIU,2,1.6637749642703072,2,
MUCYIU,3,1.6644575752862485,2,
MUDFUN,0,1.0990747692946194,2,
MUDFUN,1,1.0979509523322637,2,
MUDFUN,2,0.8460622859392566,2,
MUDFUN,3,0.8501738599671085,2,
MUDGAU,0,0.0,0,
MUFDOH,0,4.974739010426203,2,
MUJBOK,0,0.6659526497101846,2,
MUJBOK,1,0.6677978609438724,2,
MUJBOK01,0,0.6659526497101846,2,
MUJBOK01,1,0.6677978609438724,2,
MUJQIT,0,6.668883635554383,2,
MUJQIT,1,6.669422448606597,2,
MUKFUU,4,5.281112003220802,2,
MUKFUU,5,5.271792896727512,2,
MUKFUU,6,5.280202466095783,2,
MUKFUU,7,5.2766067050612495,2,
MUKFUU,8,5.283791630913749,2,
MUKFUU,10,5.2843637064989135,2,
MUKFUU,11,5.271317708425273,3,
MUKFUU,14,5.284040992389592,3,
MUKGAB,0,4.8983085094959335,3,
MUKGAB,1,4.897398426676247,2,
MUKGAB,2,4.867255964486153,2,
MUKGAB,3,4.8919495855928306,2,
MUKGAB,4,4.919534479525523,3,
MUKGAB,5,4.892032896126934,2,
MUKGAB,6,4.897211959469349,2,
MUKGAB,7,4.8837278207440455,2,
MUKGEF,0,0.0,0,
MUKWEW,0,1.0671087665159529,3,
MUKWEW,1,1.0666383441603935,2,
MUMJOU,2,1.0147381575807717,2,
MUMJOU,5,1.0147381575808034,2,
MUMJOU,7,1.0147381575807972,2,
MUMJOU,8,1.0147381575807972,2,
MUMJOU,12,1.0147381575808059,2,
MUMJOU,13,1.0147381575808059,2,
MUMJUA,2,0.3049254546662472,2,
MUMZUR,0,5.181702226879223,2,
MUMZUR,2,5.181699422943946,2,
MUNBAA,1,4.985105254654648,2,
MUNBEE,2,5.345198521261331,2,
MUNBEE,3,5.331135749069009,2,
MUNBEE,6,5.344892714803588,2,
MUNBEE,7,5.329830407661904,2,
MUNBII,0,5.083981800276376,2,
MUNBII,1,5.0825921261401215,2,
MUNNAM,0,0.3346188777639583,2,
MUNNAM,1,0.3314152961956545,2,
MUNRES,0,0.0,0,
MUNRIW,0,0.0,0,
MUPQOF,0,1.4765257480880822,2,
MUPQOF,1,1.4772226662632555,2,
MUPQOF,2,1.9893317608488603,2,
MUPQOF,3,1.96581567371852,2,
MUPTIB,0,0.12171402727687265,2,
MUPTIB,1,0.12171402727441948,2,
MUPTIB,3,0.34052690464878804,2,
MUPTIB,9,0.0433343691605872,2,
MUPTIB,10,0.0433343691605872,2,
MUQKAL,0,0.5964460847399748,2,
MUQKAL,1,0.5969804072248617,2,
MUQLOZ,0,0.8026178738566712,2,
MUQLOZ,1,0.8012558216149372,2,
MUQLOZ,2,0.8013339911431032,2,
MUQLOZ,3,0.8002811652566506,2,
MUQPUL,0,1.2250650870461135,2,
MUQPUL,1,1.2235258894881382,2,
MUSLOB,0,0.0,0,
MUSLOB01,0,0.0,0,
MUTGIS,0,1.2139461359869914,2,
MUTGIS,1,1.2131948132867725,2,
MUTMAR,0,1.6696194730292135,2,
MUTMAR,1,1.6696194730292135,2,
MUTMAR,2,1.6696194730292135,2,
MUTMAR,3,1.6696194730292135,2,
MUTMAR,4,1.6716522760448291,2,
MUTMAR,5,1.6716522760448291,2,
MUVKAQ,0,0.0,0,
MUVKEU,0,0.0,0,
MUVKIY,0,0.0,0,
MUVKOE,0,0.0,0,
MUVNIB01,0,3.771952959179368,2,
MUVNIB01,1,3.769481198254503,2,
MUVNIB01,2,3.77070787818376,2,
MUVNIB01,3,3.769376234500572,2,
MUVPAV,0,2.4678062418914237,2,
MUVPAV,1,2.6990173756551306,2,
MUVPAV,2,2.7008791047669907,2,
MUVPAV,3,2.698980770839206,2,
MUVTUS,0,0.0,0,
MUWFUG,0,0.0,0,
MUWKEW,2,1.8715208173696136,2,
MUWKEW,3,1.8351087243128297,2,
MUWKEW,4,1.8165923191851496,2,
MUWKEW,5,1.8176153144849136,2,
MUWKEW,6,1.8180894825674687,2,
MUWKEW,7,1.8199586880263363,2,
MUWKEW,8,1.8720001646527744,2,
MUWKEW,9,1.8731171250285328,2,
MUWKUM,0,5.570909574048778,2,
MUWKUM,1,6.3290813354488895,2,
MUWKUM,8,5.609935439764189,2,
MUWKUM,9,5.782896068726593,2,
MUWLAT,0,5.957703344001155,2,
MUWLAT,1,6.132427296494383,2,
MUWPOL,0,5.629985404906861,2,
MUWPOL,1,4.2713137687716385,2,
MUWPOL,6,4.2725370279436685,2,
MUWPOL,7,4.2725199568558185,2,
MUWPOL,10,4.271209132073965,2,
MUWPOL,11,4.271208825666111,2,
MUWPOL,12,4.272501982808649,2,
MUWPOL,13,5.6295231009852245,2,
MUWPOL,22,5.629890591040383,2,
MUWPOL,23,5.629890575940159,2,
MUWPOL,28,4.27119099758896,2,
MUWPOL,29,5.6286895888381485,2,
MUWPOL,36,4.271187373216017,2,
MUWPOL,37,4.2711876796225186,2,
MUWPOL,42,5.574933625667431,2,
MUWPOL,43,4.271057103103727,2,
MUWXUY01,0,0.0,0,
MUXVIL,0,0.9707787261723496,3,
MUXVIL,1,0.9714892582650196,3,
MUXVOR,0,1.6410646956073125,2,
MUXVOR,1,1.640310104739834,2,
MUXVOR,2,1.6397473680557972,2,
MUXVOR,3,1.6396167954673029,2,
MUXVUX,0,2.0867148338538293,3,
MUXVUX,1,2.086035961172956,3,
MUXVUX,2,2.0866188702430817,3,
MUXVUX,3,2.086726113451959,3,
MUXVUX,8,2.0865751518799898,3,
MUXVUX,9,2.086170811854101,3,
MUXVUX,12,2.0867541424602583,3,
MUXVUX,13,2.0865646110396128,3,
MUXWAE,1,0.5460729793962282,2,
MUXWAE,4,0.5471020212094047,2,
MUXWEI,2,0.94104275227428,2,
MUXWEI,3,0.9422629768784776,2,
MUXWEI,4,0.9345672975037852,2,
MUXWEI,5,0.9414971054953888,2,
MUXWIM,2,1.786618300206761,3,
MUXWIM,3,1.7872408380997924,2,
MUXWIM,4,1.7882355845715892,3,
MUXWIM,5,1.7559835550291465,3,
MUXWOS,0,1.3082261364495262,3,
MUXWOS,1,1.3059826044152447,2,
MUXWOS,2,1.306998379038586,3,
MUXWOS,3,1.2409206493233316,3,
MUZSIK,0,0.0,0,
MUZSOQ,0,0.0,0,
MUZYIP,0,0.4024612383810906,2,
MUZYIP,1,0.4034152269948512,3,
MUZYIP,2,0.40106165715019815,2,
MUZYIP,3,0.4046996746681004,3,
NABJUW,0,1.619154302462591,2,
NABJUW,1,1.6191561194012003,2,
NABJUW,2,1.619156225986175,2,
NABJUW,3,1.6191539553212255,2,
NABJUW,4,1.6211342042815744,2,
NABJUW,5,1.6210950402808049,2,
NABJUW,6,1.6211342172534158,2,
NABJUW,7,1.6211323895898726,2,
NABKAD,0,1.8035037105484355,2,
NABKAD,1,1.8039969285131767,2,
NABKAD,2,1.8043335467545631,2,
NABKAD,3,1.8050988253920703,2,
NABRIR,0,0.0,0,
NABVER,0,0.0,0,
NACMIP,0,0.0,0,
NACMOV,0,0.0,0,
NAFLEO,0,4.981912220657794,2,
NAFLEO,1,4.982428321576204,2,
NAFLEO,2,4.9816190783972765,2,
NAFLEO,3,4.983130071831901,2,
NAFLEO,7,4.9819157127974965,2,
NAFLEO,9,4.981803894528567,2,
NAFLIS,0,6.480789257987512,2,
NAFLIS,2,6.488035014559832,2,
NAFLIS,3,6.4880485242445385,2,
NAFLIS,8,6.4872642970908725,2,
NAFMEO,0,1.6320568307690655,3,
NAFMEO,1,1.6311831869781377,2,
NAFMEO,2,1.649256551423059,2,
NAFMEO,3,1.5512854255358708,3,
NAFQUI,0,1.9452585884116689,2,
NAFQUI,1,1.9438225684555068,2,
NAFQUI,2,1.9442407916218896,2,
NAFQUI,3,1.9436112977723348,2,
NAFRAP,0,1.7561593130344892,2,
NAFRET,0,1.5432256450955752,2,
NAFRET,1,1.543726205391406,2,
NAFRIX,0,1.7785961370507848,3,
NAFRIX,1,1.7784264763145792,3,
NAFRIX,2,1.4728550245650347,3,
NAFRIX,3,1.7788378218383287,3,
NAFROD,0,2.1578875673934808,3,
NAFROD,1,1.8589056792371517,3,
NAFROD,2,1.8589002421146128,2,
NAFROD,3,2.1634926784143524,3,
NAFRUJ,0,1.4415744463369964,2,
NAFRUJ,1,1.441114828333451,2,
NAFRUJ,8,1.496127960111365,2,
NAFRUJ,9,1.4961885342294847,2,
NAFSAQ,0,2.21683592257838,2,
NAFSAQ,1,2.21725167088612,2,
NAFSAQ,2,2.2168359024041275,2,
NAFSAQ,3,2.217251642397605,2,
NAFSEU,0,1.669657577540439,2,
NAFSEU,1,1.4418344236264438,2,
NAFSIY,0,1.8081100776555041,3,
NAFSOE,0,0.2783466193441466,2,
NAFSOE,1,0.2758326286936419,2,
NAFSOE,2,0.2790758161043545,2,
NAFSOE,3,0.2769653944144044,2,
NAHTIZ,0,4.522564095674255,2,
NAHTIZ,1,4.5243224653916085,2,
NAHTIZ,10,4.523452268270511,2,
NAHTIZ,11,4.522474034366711,2,
NAHXIF,2,2.568157736199643,2,
NAHXIF,4,2.5684506430188083,2,
NAHXIF,5,2.5674900347680616,2,
NAHXIF,7,2.5677829503543004,2,
NAHXOL,0,2.626190935853627,2,
NAHXOL,1,2.6261909344687453,2,
NAHXOL,2,2.6210199296897043,2,
NAHXOL,3,2.6210199307348123,2,
NAJSAU,0,0.2361715527081265,2,
NAJSAU,1,0.2629428803622882,2,
NAJSAU,2,0.2616481596033591,2,
NAJSAU,3,0.23566617613215124,2,
NAJSAU,4,0.24717854585779264,2,
NAJSAU,5,0.23507260534830146,2,
NAJSAU,6,0.2481665585313157,2,
NAJSAU,7,0.23615173858456284,2,
NAJSIC,0,0.6606307845461229,2,
NAJSIC,1,0.6609056238581941,2,
NAJSIC,2,0.6628151539740625,2,
NAJSIC,3,0.6623067278478958,2,
NAJSIC,4,0.6624687915632639,2,
