author,number,DOI,CSD,solvent,disorder
banerjee,826880,,ABEMOL,y,y
banerjee,1476816,,ABEMUS,n,n
banerjee,826883,,ABENEC,y,n
banerjee,826884,,ABENIG,y,n
banerjee,1442033,,ACAGUJ,y,n
banerjee,1519400,,ACUTAW,n,n
banerjee,274843,,ACUWOL,n,n
banerjee,610868,,ADECIW,y,n
banerjee,1577973,,ADULET,y,n
banerjee,289554,,AFAXOV,y,n
banerjee,1018376,,ALINEQ,y,n
banerjee,None,,ANDOON02,n,n
banerjee,1102947,,ANDRSO,n,n
banerjee,806557,,ATEVAX,n,n
banerjee,1476167,,AVECIP,n,n
banerjee,1476170,,AVECOV,y,y
banerjee,1476169,,AVECUB,n,n
banerjee,1476173,,AVEDAI,n,y
banerjee,1476171,,AVEDEM,n,n
banerjee,1476172,,AVEDIQ,n,n
banerjee,1476165,,AVEFOY,y,y
banerjee,1476168,,AVEFUE,y,y
banerjee,1476166,,AVEGAL,n,n
banerjee,839980,,AVICAK,n,n
banerjee,839981,,AVICEO,n,n
banerjee,839983,,AVICOY,n,y
banerjee,225591,,AVIWEH,y,n
banerjee,225590,,AVIWEH01,y,n
banerjee,225589,,AVIWIL,n,n
banerjee,None,,AVIWOR,y,n
banerjee,605426,,AVIWOR01,y,y
banerjee,222157,,AWEBEJ,y,y
banerjee,222158,,AWEBIN,y,n
banerjee,173625,,AWEBOT,y,n
banerjee,817475,,AXEJUJ,n,n
banerjee,817476,,AXEKAQ,y,n
banerjee,817477,,AXEKEU,n,n
banerjee,817478,,AXEKIY,n,n
banerjee,1478333,,AYIBER,n,n
banerjee,None,,AZTYMD,n,n
banerjee,1441255,,BACBIT,y,n
banerjee,1441256,,BACBOZ,y,n
banerjee,1106259,,BASDUU,y,n
banerjee,None,,BAWMAN,n,n
banerjee,1536757,,BAXHIU,y,n
banerjee,1108724,,BENXIB,n,n
banerjee,918496,,BEPMOA,n,n
banerjee,918495,,BEPMUG,n,n
banerjee,None,,BESEAZ01,n,n
banerjee,244138,,BEXPUQ,y,n
banerjee,244139,,BEXQAX,y,n
banerjee,244140,,BEXQEB,y,n
banerjee,None,,BISKET,n,n
banerjee,1112307,,BIYPUU,n,n
banerjee,680253,,BOHKAL,n,n
banerjee,752917,,BOPNUP01,n,n
banerjee,167175,,BOZQOW,y,n
banerjee,1116964,,BUPJOL,y,n
banerjee,1439227,,CAPWIC,n,n
banerjee,270000,,CATBAB,n,n
banerjee,284819,,CAVRIB,y,y
banerjee,284820,,CAVROH,y,y
banerjee,284821,,CAVRUN,n,n
banerjee,284822,,CAVSAU,n,n
banerjee,284823,,CAVSEY,n,n
banerjee,271169,,CAXZEH,n,n
banerjee,271169,,CAXZEH01,n,n
banerjee,265045,,CAYLIY,n,n
banerjee,265046,,CAYLOE,n,n
banerjee,974706,,CECFAT01,y,n
banerjee,1578108,,CEDRUB,n,n
banerjee,907437,,CEGCUO,n,n
banerjee,1544391,,CEGKUX,y,n
banerjee,1544393,,CEGLAE,y,n
banerjee,1544399,,CEGLEI,y,n
banerjee,1544461,,CEGLIM,y,n
banerjee,1544463,,CEGLOS,y,n
banerjee,None,,CEKPAJ,y,n
banerjee,1122920,,CELVOE01,n,n
banerjee,1122921,,CELVOE11,n,n
banerjee,932035,,CITDUG,n,n
banerjee,None,,CIVVOS10,n,n
banerjee,1126636,,CIWSOQ,n,y
banerjee,650773,,CIZXAL,n,n
banerjee,650774,,CIZXEP,y,n
banerjee,650775,,CIZXIT,y,n
banerjee,1127257,,CLNPHT03,n,n
banerjee,674750,,COBDAZ,n,n
banerjee,978709,,COGVUR,n,n
banerjee,973485,,COLKOF,n,n
banerjee,1024270,,COQTAF,y,y
banerjee,1019721,,COSYIU,n,n
banerjee,1130663,,COYPIP,n,n
banerjee,None,,COYPOV,n,n
banerjee,1131641,,CREATI01,n,n
banerjee,1483901,,CRYSEN02,n,n
banerjee,942020,,CUDTOM,n,n
banerjee,787715,,CURFUR,n,y
banerjee,787716,,CURGAY,n,n
banerjee,764273,,CUTPIR,y,n
banerjee,764272,,CUTPIR01,y,n
banerjee,1415306,,CUVXUO,n,n
banerjee,1415307,,CUVYAV,n,n
banerjee,770158,,CUZVUP,n,n
banerjee,224901,,DADZAK,n,n
banerjee,224902,,DADZEO,n,y
banerjee,224903,,DADZIS,n,n
banerjee,224904,,DADZOY,n,n
banerjee,224905,,DADZUE,n,n
banerjee,804363,,DAHKAB,y,n
banerjee,242896,,DALREO,y,n
banerjee,242897,,DALRIS,y,n
banerjee,843421,,DAVSUQ,y,n
banerjee,294010,,DAYXIL,y,n
banerjee,None,,DBZFUR11,n,n
banerjee,None,,DEFYES,n,n
banerjee,844671,,DEJVUL,n,n
banerjee,1483900,,DEXWOU01,n,y
banerjee,1834216,,DICSUG,y,y
banerjee,857625,,DIDVUJ,n,n
banerjee,1015578,,DIJDEF01,n,n
banerjee,1142917,,DMURAC,n,n
banerjee,840259,,DPHMET02,y,n
banerjee,1145989,,DUFJOD10,y,n
banerjee,None,,DUMKAX,n,n
banerjee,1413650,,DUMREK,y,n
banerjee,1015470,,DUNHIF,n,n
banerjee,1057757,,DUSQAL,y,n
banerjee,1057758,,DUSQEP,y,n
banerjee,172055,,EBACEQ,y,n
banerjee,211390,,EBACIU,y,n
banerjee,158331,,EDUKAP,n,n
banerjee,158331,,EDUKAP01,n,n
banerjee,1008298,,EFOVEC,y,y
banerjee,166570,,EGOPAR,y,n
banerjee,953873,,EHAHAY,n,n
banerjee,953874,,EHAHEC,n,n
banerjee,200398,,EJIVOI,y,n
banerjee,200399,,EJIVUO,y,n
banerjee,200400,,EJIWAV,y,n
banerjee,200401,,EJIWEZ,y,n
banerjee,200402,,EJIWID,y,n
banerjee,200403,,EJIWOJ,n,n
banerjee,183406,,EKUMUS,y,n
banerjee,183407,,EKUNAZ,y,n
banerjee,753484,,EKUYOZ01,n,n
banerjee,753483,,EKUYUF01,n,n
banerjee,1029492,,EMIGUE,y,y
banerjee,796010,,ENIKIW,n,n
banerjee,238771,,ETILAU,y,y
banerjee,1438752,,EXIYUH,y,n
banerjee,1508151,,EYOJEJ,y,n
banerjee,1508151,,EYOJEJ01,y,n
banerjee,None,,FAMDIG,n,n
banerjee,946073,,FARYEF,n,n
banerjee,1432872,,FAXRUU,n,n
banerjee,805130,,FEFFUT,n,n
banerjee,None,,FELSAQ,n,n
banerjee,900519,,FIBSEQ,n,y
banerjee,848216,,FIDZUP,n,n
banerjee,1155987,,FIFLOV,n,n
banerjee,274342,,FOHROK,y,n
banerjee,274346,,FOHRUQ,y,y
banerjee,274337,,FOMVOT,y,y
banerjee,None,,FOVXET,y,n
banerjee,139851,,FUBQIC,n,n
banerjee,139852,,FUBQOI,n,n
banerjee,855224,,FUHBOA01,n,n
banerjee,997031,,FUHFEV,y,n
banerjee,1032133,,FULQOU,n,n
banerjee,1056211,,FUPFON,n,n
banerjee,1056210,,FUPFUT,n,n
banerjee,868249,,GARKER,n,n
banerjee,1164072,,GASBIL,n,n
banerjee,107996,,GASCOS03,n,n
banerjee,1528709,,GASRAW,n,n
banerjee,107995,,GAVCUB,n,n
banerjee,1043089,,GAZYAJ01,n,n
banerjee,281551,,GEGGIJ,y,n
banerjee,612462,,GEHVUL,y,n
banerjee,612464,,GEHWAS,y,n
banerjee,None,,GEMFEJ,n,n
banerjee,620674,,GENQUM,n,n
banerjee,1166878,,GEXKID,y,n
banerjee,926342,,GILYEH,y,n
banerjee,902797,,GIPGAP,y,n
banerjee,1169465,,GOBPOC,n,n
banerjee,998374,,GORJAA,n,n
banerjee,908787,,GOVZEY,y,y
banerjee,1017941,,GUCJEV,y,y
banerjee,742588,,GUGWUB,y,y
banerjee,720604,,GUHCAO,y,n
banerjee,720605,,GUHCES,n,n
banerjee,828811,,HACHEA,n,n
banerjee,828199,,HAMWUP,n,n
banerjee,828200,,HAMXAW,n,n
banerjee,None,,HEVJEX,n,n
banerjee,634435,,HIBGOP,y,n
banerjee,760834,,HIHJIR01,y,n
banerjee,994051,,HINCIS01,n,n
banerjee,933156,,HIPGEU,n,n
banerjee,932113,,HIPGIY,n,n
banerjee,932112,,HIPGOE,n,n
banerjee,932111,,HIPGUK,n,n
banerjee,644950,,HIVZUI,y,n
banerjee,691627,,HOBTAU,n,n
banerjee,944748,,HOKVIO,n,n
banerjee,944749,,HOKVOU,n,n
banerjee,None,,HONCUI,y,n
banerjee,None,,HOPFUN,y,y
banerjee,998762,,HOTXEV,n,n
banerjee,999737,,HOTXOF,y,n
banerjee,999738,,HOTYEW,y,n
banerjee,1014282,,HUTHOV,n,n
banerjee,1014283,,HUTHUB,n,n
banerjee,725167,,HUXZAC,n,n
banerjee,1179011,,HXQUIN03,n,n
banerjee,848207,,HXQUIO03,n,n
banerjee,259885,,ICIHAE,n,n
banerjee,288932,,ICUQON,n,n
banerjee,288933,,ICUQUT,n,n
banerjee,288934,,ICURAA,n,n
banerjee,288935,,ICUREE,n,n
banerjee,288936,,ICURII,n,y
banerjee,288937,,ICUROO,n,n
banerjee,288938,,ICURUU,n,n
banerjee,288939,,ICUSAB,n,n
banerjee,288940,,ICUSEF,n,n
banerjee,288941,,ICUSIJ,n,n
banerjee,288942,,ICUSOP,n,n
banerjee,288943,,ICUSUV,n,n
banerjee,288944,,ICUTAC,n,n
banerjee,288945,,ICUTEG,n,n
banerjee,1426148,,IQEWAE,n,n
banerjee,1444534,,IRATEC,y,n
banerjee,1478332,,IROQIP01,n,n
banerjee,1180999,,ISTEST,n,n
banerjee,1451702,,ITANOI,y,n
banerjee,1420777,,IWADOB,n,n
banerjee,959012,,IZACET,y,n
banerjee,1418502,,JAFTOC,n,n
banerjee,1418503,,JAFTUI,n,n
banerjee,1005206,,JAGGUW,n,n
banerjee,1025567,,JAGHOR,y,y
banerjee,1035246,,JAGHUX,y,y
banerjee,105768,,JAGJAC,n,n
banerjee,997678,,JAGKOU,n,n
banerjee,1531117,,JECJOT,n,n
banerjee,None,,JIBHAD,n,n
banerjee,1583863,,JIHGIT,y,n
banerjee,1571171,,JILVEI,y,n
banerjee,1583134,,JILWOT,n,n
banerjee,607025,,JIWFEB,n,n
banerjee,1007928,,JOXRIZ,n,n
banerjee,1418253,,JUKTAM,n,n
banerjee,959008,,JUVCAG,n,n
banerjee,1050463,,JUWTOM,n,n
banerjee,None,,KADLAC,n,n
banerjee,None,,KAFDIE,y,n
banerjee,276179,,KAXMIG,y,n
banerjee,869713,,KECWEW,n,n
banerjee,869714,,KECWIA,n,n
banerjee,264909,,KEHXEB,y,n
banerjee,264910,,KEHXIF,y,y
banerjee,264911,,KEHXOL,y,n
banerjee,298754,,KEHXUR,y,y
banerjee,855223,,KEJMIX,n,n
banerjee,282628,,KEPROM02,n,n
banerjee,None,,KERXIO,n,n
banerjee,889592,,KETXAK,n,n
banerjee,889591,,KETXEO,n,n
banerjee,1520599,,KEWLOQ,n,n
banerjee,1520600,,KEWLUW,y,n
banerjee,1520601,,KEWMAD,y,n
banerjee,1520603,,KEWMIL,y,n
banerjee,1587815,,KEWPUA,n,n
banerjee,945394,,KIYSIW,y,n
banerjee,945395,,KIYSOC,n,n
banerjee,1011614,,KOSHEH,n,n
banerjee,1011615,,KOSHIL,n,n
banerjee,1011616,,KOSHOR,n,n
banerjee,997276,,KOVWEZ,y,n
banerjee,873695,,KOWLEP,n,n
banerjee,997189,,KUCVUB,n,n
banerjee,1010064,,KUGMOQ,y,y
banerjee,1441173,,LAHLOY,y,n
banerjee,1409116,,LAHYUR,y,n
banerjee,1413489,,LAHZEC,y,n
banerjee,258588,,LANBOS,y,y
banerjee,258589,,LANBUY,y,y
banerjee,896365,,LEFNER,y,n
banerjee,896366,,LEFNIV,n,n
banerjee,896494,,LEGTEY,n,n
banerjee,605420,,LERTUY,y,y
banerjee,605421,,LERVAG,y,n
banerjee,605422,,LERVEK,y,n
banerjee,605423,,LERVIO,y,n
banerjee,605424,,LERVOU,y,y
banerjee,605425,,LERVUA,y,n
banerjee,605427,,LERWAH,y,n
banerjee,605428,,LERWEL,y,y
banerjee,605429,,LERWIP,y,n
banerjee,605430,,LERWOV,y,n
banerjee,605431,,LERWUB,y,n
banerjee,605432,,LERXAI,y,y
banerjee,621384,,LEYYIY,y,n
banerjee,816863,,LICLIU,n,n
banerjee,816862,,LICLOA,n,n
banerjee,816861,,LICLUG,n,n
banerjee,None,,LIGVEC,n,n
banerjee,None,,LIGWUT,y,n
banerjee,655161,,LIHTOM,n,n
banerjee,655161,,LIHTOM01,n,n
banerjee,None,,LIKCUD,n,n
banerjee,132763,,LIRQUY,y,n
banerjee,994856,,LONXET,n,n
banerjee,1041741,,LORXEX,y,n
banerjee,1041742,,LORXIB,y,n
banerjee,1041743,,LORXOH,y,n
banerjee,184436,,LOZZAB,y,n
banerjee,255934,,MAJDOR,n,n
banerjee,258469,,MAKYUT,y,n
banerjee,258469,,MAKYUT01,y,n
banerjee,1429212,,MAMJOC,y,n
banerjee,1519950,,MAQSIJ,n,n
banerjee,1519951,,MAQSOP,n,n
banerjee,1519954,,MAQSUV,n,y
banerjee,1519955,,MAQTAC,y,n
banerjee,634356,,MIBKAK,n,n
banerjee,634357,,MIBKEO,n,n
banerjee,634358,,MIBKIS,n,n
banerjee,634359,,MIBKOY,n,n
banerjee,1212038,,MIGUCD,y,n
banerjee,176329,,MIXQUF,y,n
banerjee,176329,,MIXQUF01,y,n
banerjee,176329,,MIXQUF02,y,n
banerjee,867423,,MOPFEE,n,n
banerjee,None,,MOWHUB,y,n
banerjee,None,,MOWJAJ,y,n
banerjee,None,,MTPDCX,n,n
banerjee,1214996,,MUDDUK,y,n
banerjee,726743,,MUFBAR,y,y
banerjee,1015471,,MULBIG,n,n
banerjee,195016,,MURFOU,y,n
banerjee,166569,,MURWEB,y,n
banerjee,191375,,MUSLOB,y,n
banerjee,191375,,MUSLOB01,y,n
banerjee,734164,,MUWHOC,n,n
banerjee,734165,,MUWHUI,n,n
banerjee,752085,,MUWJAQ,n,n
banerjee,1046996,,NADGEH,y,y
banerjee,1046997,,NADGIL,y,n
banerjee,221587,,NADMUB,y,n
banerjee,1451620,,NAFJUC,y,n
banerjee,209239,,NAHMIT,y,n
banerjee,None,,NAHTEV,y,n
banerjee,258126,,NAPLEW,y,n
banerjee,258127,,NAPLIA,y,n
banerjee,None,,NAWJAW,y,n
banerjee,229937,,NEMQAY,y,n
banerjee,229938,,NEMQEC,y,n
banerjee,229939,,NEMQIG,y,n
banerjee,1455698,,NEQTOV,n,n
banerjee,600050,,NERPAC,y,n
banerjee,773931,,NIJWAG,n,y
banerjee,871270,,NIJWEK,n,n
banerjee,129861,,NILXOV,y,n
banerjee,None,,NIVMUA,y,n
banerjee,None,,NIVNAH,y,n
banerjee,None,,NIYXOI,y,n
banerjee,1403104,,NOBFEP01,n,n
banerjee,1007155,,NOXBOT,y,n
banerjee,735142,,NUGTIT,n,n
banerjee,796008,,NUHHAB,n,n
banerjee,None,,NUVHER,n,n
banerjee,1525106,,NUVXIM02,n,n
banerjee,1225145,,NUZBUF,n,n
banerjee,169955,,OCAXIZ,n,n
banerjee,169956,,OCAXOF,n,n
banerjee,169957,,OCAXUL,n,n
banerjee,925351,,ODANOX01,n,n
banerjee,611646,,ODEJUD01,y,n
banerjee,1408435,,OHAZII,y,n
banerjee,1408435,,OHAZII01,y,n
banerjee,208708,,OKEQIE,y,n
banerjee,208708,,OKEQIE01,y,n
banerjee,812875,,OLAZOR,y,y
banerjee,971310,,OMOHIJ,n,n
banerjee,805348,,ONOYOG,n,n
banerjee,965380,,ONOYOG01,n,n
banerjee,805349,,ONOYUM,n,n
banerjee,965377,,ONOYUM01,n,n
banerjee,805350,,ONOZAT,y,y
banerjee,965374,,ONOZAT01,y,y
banerjee,805351,,ONOZEX,y,n
banerjee,965381,,ONOZEX01,y,n
banerjee,811840,,ONOZIB,y,y
banerjee,965372,,ONOZIB01,y,y
banerjee,968994,,OQOSAP02,n,n
banerjee,1510563,,OXOBEK,y,n
banerjee,1510563,,OXOBEK01,y,n
banerjee,823201,,OXUXOV,n,n
banerjee,823202,,OXUXUB,n,n
banerjee,843032,,PAHVUR,y,n
banerjee,235556,,PAMCIQ,y,n
banerjee,887113,,PAXNUZ,n,n
banerjee,None,,PAYZAQ,y,n
banerjee,607544,,PESPEJ,y,n
banerjee,906319,,PEVVET,n,n
banerjee,906318,,PEVVIX,n,n
banerjee,906317,,PEVVUJ,n,n
banerjee,906316,,PEVWAQ,n,n
banerjee,924758,,PIGQON,y,n
banerjee,924757,,PIGQUT,y,n
banerjee,1233860,,PIMDIY,n,n
banerjee,937560,,POQHEK,n,n
banerjee,937561,,POQHIO,y,n
banerjee,1016459,,PUFTAN,y,n
banerjee,659566,,PUQROJ,y,n
banerjee,1025266,,PUTBIR,y,n
banerjee,958630,,PUXGUM,n,n
banerjee,1059679,,PUYXOY,n,n
banerjee,None,,PVVBHJ01,y,y
banerjee,None,,QACQUH,y,n
banerjee,899690,,QECYAA,n,y
banerjee,600018,,QEKVEI,y,y
banerjee,600019,,QEKVIM,y,n
banerjee,600020,,QEKVOS,y,y
banerjee,600021,,QEKVUY,y,n
banerjee,600025,,QEKWAF,y,y
banerjee,600026,,QEKWEJ,y,n
banerjee,600027,,QEKWIN,y,n
banerjee,600028,,QEKWOT,y,n
banerjee,600029,,QEKWUZ,y,n
banerjee,600022,,QEMLEA,y,y
banerjee,600023,,QEMLIE,y,n
banerjee,600024,,QEMLOK,y,n
banerjee,624574,,QESPOU,y,y
banerjee,686328,,QOMRIU,n,y
banerjee,668456,,QOYGOB,n,n
banerjee,1033099,,QUFKAF,n,n
banerjee,1042896,,QUKWUQ,n,n
banerjee,167216,,QUSMIA,y,n
banerjee,1042548,,RAQPUX,y,n
banerjee,298377,,REBGAH,n,n
banerjee,829497,,REGXEI,n,n
banerjee,1002583,,ROCGEX,n,n
banerjee,956425,,ROHHON,n,n
banerjee,1008294,,ROTCAG01,n,n
banerjee,None,,RUHJEJ,y,y
banerjee,None,,RUHJIN,y,n
banerjee,1417468,,RUNPIB01,n,n
banerjee,1417469,,RUNPOH01,n,n
banerjee,1015579,,SAKRII,n,n
banerjee,231307,,SAMZIQ,n,n
banerjee,909806,,SECJOB,n,n
banerjee,909840,,SECRID,y,y
banerjee,1536164,,SEKHUO,n,n
banerjee,1536165,,SEKJAW,y,n
banerjee,1559704,,SEKRAE,n,n
banerjee,1559705,,SEKREI,n,n
banerjee,1559706,,SEKRIM,n,n
banerjee,1559707,,SEKROS,n,n
banerjee,1559708,,SEKRUY,y,y
banerjee,1559709,,SEKSIN,n,y
banerjee,608788,,SEMQUX,y,n
banerjee,608787,,SEMRAE,y,n
banerjee,608786,,SEMREI,y,n
banerjee,1500636,,SENMAC,n,n
banerjee,924293,,SERTUG,y,y
banerjee,997032,,SICYAE01,n,n
banerjee,1845296,,SIMGIH,n,n
banerjee,1845299,,SIMGON,n,n
banerjee,668072,,SIQYOH,n,n
banerjee,668073,,SIQYUN,y,y
banerjee,668074,,SIQZAU,y,y
banerjee,None,,SIVFEI,n,n
banerjee,684381,,SOGMUX,y,y
banerjee,None,,SONCIH,n,n
banerjee,None,,SOWZAF,n,n
banerjee,1015545,,SUJTAU,n,n
banerjee,1013215,,SUJTEY,n,n
banerjee,1013212,,SUJTOI,y,y
banerjee,751483,,SULROH,y,n
banerjee,711585,,SUSFES,n,y
banerjee,772895,,SUYLEE01,n,n
banerjee,None,,TAJFIT,n,n
banerjee,None,,TALGES,y,n
banerjee,1483013,,TAVLUA,n,n
banerjee,1483021,,TAVMAH,n,n
banerjee,1483025,,TAVMEL,n,n
banerjee,1483028,,TAVMIP,n,n
banerjee,1496005,,TAVROA,n,n
banerjee,1525107,,TAXRUI,n,n
banerjee,1498460,,TAXXIC,y,y
banerjee,1498465,,TAXXOI,y,n
banerjee,1518564,,TAXXUO,y,n
banerjee,1518565,,TAXYAV,y,n
banerjee,1498459,,TAYXOJ,y,n
banerjee,1498461,,TAYXUP,y,n
banerjee,1498462,,TAYYAW,y,n
banerjee,1498463,,TAYYEA,y,n
banerjee,1498464,,TAYYIE,y,n
banerjee,1583939,,TAYYIE01,y,n
banerjee,1498466,,TAYYOK,y,n
banerjee,1498467,,TAYYUQ,y,n
banerjee,1022292,,TEGZIO,y,n
banerjee,127151,,TEGZIO01,y,n
banerjee,127260,,TEJSIK,n,n
banerjee,869821,,TELJIF,n,n
banerjee,855222,,TEXXEB,n,n
banerjee,1583924,,TEYSEY,y,n
banerjee,1583925,,TEYSIC,y,n
banerjee,1583926,,TEYSOI,y,n
banerjee,1583927,,TEYSUO,y,n
banerjee,1583928,,TEYTAV,y,n
banerjee,1583929,,TEYTEZ,y,n
banerjee,1583931,,TEYTID,y,n
banerjee,1583933,,TEYTOJ,y,n
banerjee,1583934,,TEYTUP,y,n
banerjee,1583935,,TEYVAX,y,n
banerjee,1583936,,TEYVEB,y,n
banerjee,1583937,,TEYVIF,y,n
banerjee,1584062,,TEYVUR,y,n
banerjee,1584063,,TEYWAY,y,n
banerjee,1584064,,TEYWEC,y,n
banerjee,1584066,,TEYWIG,y,n
banerjee,1584067,,TEYWOM,y,n
banerjee,1583932,,TEYXED,y,y
banerjee,1583930,,TEYXIH,y,n
banerjee,1583938,,TEYXON,y,n
banerjee,1583919,,TEYXUT,y,n
banerjee,1583917,,TEYYAA,y,n
banerjee,1583915,,TEYYEE,y,n
banerjee,1584068,,TEYYII,y,n
banerjee,1584065,,TEYYOO,y,n
banerjee,1583923,,TEYZEF,y,n
banerjee,1583916,,TEZLUI,y,n
banerjee,1583918,,TEZMAP,y,n
banerjee,1583921,,TEZMET,y,n
banerjee,1583922,,TEZMIX,y,n
banerjee,848215,,TIBZUB,n,y
banerjee,846544,,TIDJOH,n,n
banerjee,965370,,TIHWAK,n,y
banerjee,965371,,TIHWEO,y,y
banerjee,965373,,TIHWOY,y,y
banerjee,965375,,TIHXAL,n,y
banerjee,965376,,TIHXEP,y,y
banerjee,965378,,TIHXOZ,y,y
banerjee,965379,,TIHXUF,y,y
banerjee,965714,,TIMPAI,y,n
banerjee,902288,,TIQRIW,n,n
banerjee,883038,,TIYXOQ,n,n
banerjee,973484,,TOLZAX,n,n
banerjee,938773,,TOMPOC,y,n
banerjee,699878,,TOPCEH,y,n
banerjee,1024099,,TOYWUB,n,y
banerjee,704566,,TUFSAP,y,n
banerjee,704567,,TUFSET,n,n
banerjee,None,,TULYOO,y,n
banerjee,752226,,TUPNOI01,y,n
banerjee,969350,,TUVYUG,n,n
banerjee,969349,,TUWNUW,n,n
banerjee,283828,,UCAYED,n,n
banerjee,283829,,UCAYED01,n,n
banerjee,283830,,UCAYIH,n,y
banerjee,283831,,UCAYIH01,n,y
banerjee,283832,,UCAYIH02,n,n
banerjee,None,,UCAYIH03,n,n
banerjee,272544,,UCOXAM,n,n
banerjee,670499,,UDEDOY,n,n
banerjee,902290,,UGIBIX,y,y
banerjee,1443552,,UJAWUZ,y,n
banerjee,1443553,,UJAXAG,y,y
banerjee,776745,,UMUSAX,n,n
banerjee,735812,,UMUSEB,n,n
banerjee,757600,,UNIMEK,y,y
banerjee,757601,,UNIMIO,y,y
banerjee,757602,,UNIMOU,y,y
banerjee,757603,,UNIMUA,y,n
banerjee,757604,,UNINAH,y,n
banerjee,1483902,,UPIRIW,n,y
banerjee,1483903,,UPIROC,n,y
banerjee,1483904,,UPIRUI,n,n
banerjee,1483905,,UPIXAU,n,n
banerjee,1483906,,UPIXEY,n,n
banerjee,767293,,UPUMIC,y,n
banerjee,767294,,UPUMOI,n,n
banerjee,746587,,UQEJIK,n,n
banerjee,757599,,UTOHIV,y,n
banerjee,1508651,,UXIWAB,y,n
banerjee,825258,,UXULUV,y,n
banerjee,1409304,,UYIWIK,n,n
banerjee,1445010,,VABGOX,y,n
banerjee,1445011,,VABGUD,y,y
banerjee,1445012,,VABHAK,y,y
banerjee,926442,,VAKJUP,y,n
banerjee,926441,,VAKKAW,y,n
banerjee,926440,,VAKKEA,y,n
banerjee,926439,,VAKKIE,y,n
banerjee,205506,,VAMYAK,y,n
banerjee,211194,,VAQXOB,y,n
banerjee,821229,,VAXPOB,n,n
banerjee,825877,,VAXPUH,n,n
banerjee,848764,,VAXQAO,n,n
banerjee,131078,,VAYJAG01,n,n
banerjee,612463,,VEGLEZ01,y,n
banerjee,886359,,VELRUB,n,n
banerjee,None,,VENWOA,n,n
banerjee,611647,,VEQHAB,y,n
banerjee,611648,,VEQHEF,y,n
banerjee,611649,,VEQHIJ,y,n
banerjee,611651,,VEQHOP,y,n
banerjee,611652,,VEQHUV,y,n
banerjee,611650,,VERPOY,y,n
banerjee,None,,VIMKEH,y,n
banerjee,648718,,VINMOV,n,n
banerjee,642510,,VIPNOY,n,n
banerjee,642511,,VIPNUE,n,n
banerjee,644845,,VIPPAM,n,n
banerjee,648388,,VOBXIU,y,n
banerjee,648389,,VOBXOA,y,n
banerjee,682269,,VOHFAA,y,y
banerjee,1048722,,VOVXOV,y,n
banerjee,1008295,,VUBYAU,n,n
banerjee,993884,,VUBYAU01,n,y
banerjee,679908,,VUHHAI,y,n
banerjee,679909,,VUHHEM,y,n
banerjee,None,,VUXFUP,n,n
banerjee,None,,WABTIC,n,n
banerjee,254598,,WAMROS,y,n
banerjee,254599,,WAMRUY,y,n
banerjee,254600,,WAMSAF,y,n
banerjee,254601,,WAMSEJ,y,n
banerjee,254602,,WAMSIN,y,n
banerjee,1291389,,WEGDOB,n,n
banerjee,1574280,,WEQJEK,n,n
banerjee,1837173,,WEZKAQ,y,n
banerjee,1837174,,WEZKEU,y,n
banerjee,1837175,,WEZKIY,y,n
banerjee,1577727,,WEZTAZ,y,n
banerjee,1579275,,WEZTED,n,n
banerjee,150842,,WOCQUA,y,n
banerjee,990722,,WOJPAO,n,n
banerjee,1025477,,WOTCUF,n,n
banerjee,868494,,WOVYUB07,n,n
banerjee,1517626,,XAMQEK,y,n
banerjee,1517627,,XAMQIO,y,y
banerjee,1517628,,XAMQOU,y,y
banerjee,1517629,,XAMQUA,y,y
banerjee,1497987,,XAVGAF,n,n
banerjee,1497988,,XAVGEJ,n,n
banerjee,1517829,,XAZHUC01,n,n
banerjee,1525281,,XAZWUS01,n,n
banerjee,889942,,XECNEA,y,n
banerjee,286624,,XEGMEC,y,n
banerjee,156176,,XEGMIF,n,n
banerjee,609564,,XEPZAU,y,n
banerjee,605302,,XETVOI,y,n
banerjee,605303,,XETVUO,y,n
banerjee,1006444,,XOFLOV,y,y
banerjee,986672,,XOGCED,y,y
banerjee,968396,,XOLRUN,n,n
banerjee,184602,,XOVKEY,y,n
banerjee,184602,,XOVKEY01,y,n
banerjee,936786,,XOXZIT02,n,n
banerjee,1021032,,XOYNOQ,n,n
banerjee,1500613,,YACWOR,n,n
banerjee,1500621,,YACWUX,n,n
banerjee,1500652,,YACXAE,n,n
banerjee,1520602,,YADSOO01,n,n
banerjee,253203,,YANMUW,y,n
banerjee,253202,,YANNAD,y,n
banerjee,253201,,YANNEH,y,n
banerjee,253204,,YANNIL,y,n
banerjee,201979,,YAPZEU01,n,n
banerjee,None,,YARVAP,y,n
banerjee,None,,YAWZIF,n,n
banerjee,943833,,YEDPAZ01,n,n
banerjee,278957,,YEFKOK,n,n
banerjee,606026,,YEMJIK,y,n
banerjee,1012073,,YIXQAY01,n,n
banerjee,None,,YOGVAR,n,n
banerjee,750839,,YUSPIM,n,n
banerjee,1024098,,YUXPEN02,y,n
banerjee,802190,,YUZLOW,n,n
banerjee,934355,,ZAHDUK,y,y
banerjee,934354,,ZAHFAS,y,n
banerjee,934353,,ZAHFEW,n,y
banerjee,934352,,ZAHFIA,y,n
banerjee,997679,,ZAKWIU,y,n
banerjee,1483029,,ZAVXIG,n,n
