author,number,DOI,CSD,solvent,disorder
M.fujita,244162,,ABAHIV,y,y
M.fujita,238715,,ABIGEY,y,y
M.fujita,238715,,ABIGEY01,y,y
M.fujita,174264,,AFIWAN,y,y
M.fujita,210396,,AJAREI,y,y
M.fujita,1045836,,AJEMUZ,y,y
M.fujita,1045837,,AJENAG,y,y
M.fujita,1045838,,AJENEK,y,y
M.fujita,1045839,,AJENIO,y,y
M.fujita,218828,,AKECEY,y,y
M.fujita,794242,,AXENAT,y,y
M.fujita,932494,,BIBROV01,y,n
M.fujita,1832733,,BIBZUK,y,y
M.fujita,1832734,,BICBAT,y,y
M.fujita,1832735,,BICBEX,y,n
M.fujita,238243,,BICWOA,y,n
M.fujita,238399,,BIMXIF,y,y
M.fujita,646901,,BOBRIU,y,y
M.fujita,646911,,BOBROA,y,y
M.fujita,978207,,BOGYUT,y,y
M.fujita,978205,,BOGZAA,y,y
M.fujita,978206,,BOGZEE,y,y
M.fujita,1028046,,BOSPEG,y,y
M.fujita,1009149,,BOSYIT,y,y
M.fujita,293777,,CEKDEC,y,y
M.fujita,293777,,CEKDEC01,y,y
M.fujita,987499,,COPPAA,y,y
M.fujita,703950,,COSZUG,y,y
M.fujita,703950,,COSZUG01,y,y
M.fujita,712181,,COWBIA,y,y
M.fujita,277484,,CPMNCO03,n,n
M.fujita,736639,,CUDYEG,y,y
M.fujita,736640,,CUDYIK,y,y
M.fujita,736641,,CUDYOQ,y,y
M.fujita,736642,,CUDYUW,y,y
M.fujita,762055,,CUQRAI,y,n
M.fujita,823489,,DABWAG,y,y
M.fujita,260804,,DEBWOX,y,y
M.fujita,230295,,DELCON01,n,n
M.fujita,602076,,DEMWIC,y,y
M.fujita,927642,,DOBRIX,y,y
M.fujita,927644,,DOBROD,y,y
M.fujita,927643,,DOBRUJ,y,y
M.fujita,None,,EBELUS,y,y
M.fujita,777611,,ECAPIJ,y,y
M.fujita,None,,EDIBIC,y,y
M.fujita,189501,,EHARIO,y,y
M.fujita,189502,,EHAROU,y,n
M.fujita,189503,,EHARUA,y,n
M.fujita,759106,,ELUPAD,y,y
M.fujita,238928,,FATNUK,y,y
M.fujita,249974,,FEMSEW,y,y
M.fujita,249974,,FEMSEW01,y,y
M.fujita,204448,,FIGPER,y,y
M.fujita,204449,,FIGPIV,y,n
M.fujita,None,,FONQEE,y,n
M.fujita,None,,FONQII,y,n
M.fujita,704196,,FOPKEB,y,y
M.fujita,732820,,FUNCUN,y,y
M.fujita,746217,,FUXKIT,y,y
M.fujita,664973,,GIYMOR,y,y
M.fujita,666355,,GIYMUX,y,y
M.fujita,191629,,GUWNOB,y,y
M.fujita,191630,,GUWNUH,y,y
M.fujita,860617,,HASCIP,n,n
M.fujita,996175,,HOHJOF,y,y
M.fujita,996176,,HOHJUL,y,y
M.fujita,1022351,,HUZYOS,y,y
M.fujita,1033067,,HUZZAF,y,y
M.fujita,911281,,IFOMIB,y,y
M.fujita,911281,,IFOMIB01,y,y
M.fujita,899132,,IFOMOH,y,n
M.fujita,176954,,IFOXOQ,y,y
M.fujita,1482268,,IQUFIL,y,y
M.fujita,1423147,,IXIXOE,y,y
M.fujita,251289,,IZASOR,y,n
M.fujita,1433284,,JAFDUS,y,y
M.fujita,1433285,,JAFFAA,y,y
M.fujita,657242,,JINJOG,y,y
M.fujita,657243,,JINJUM,y,y
M.fujita,277481,,KEHLAL,y,y
M.fujita,277482,,KEHLEP,y,y
M.fujita,277483,,KEHLIT,y,y
M.fujita,143853,,KEZQUB,y,y
M.fujita,143854,,KEZRIQ,y,y
M.fujita,143855,,KEZVEQ,y,y
M.fujita,739648,,KUCMEB,y,y
M.fujita,739649,,KUCMIF,y,y
M.fujita,739650,,KUCMOL,n,y
M.fujita,739651,,KUCMUR,y,y
M.fujita,720707,,KULNAH,y,y
M.fujita,236247,,LALNUI,y,y
M.fujita,840807,,LAQXOS,y,y
M.fujita,840814,,LAQXUY,y,y
M.fujita,134340,,LIQQUX,y,y
M.fujita,927291,,LOXQEW,y,y
M.fujita,196388,,LUGDIA,y,n
M.fujita,189781,,LUJCAU,y,y
M.fujita,None,,LUWJIW,y,y
M.fujita,None,,LUWJOC,y,n
M.fujita,None,,LUWJUI,y,n
M.fujita,None,,LUWKET,y,y
M.fujita,None,,LUWKIX,y,y
M.fujita,747421,,LUXWAD,y,y
M.fujita,747422,,LUXWEH,y,y
M.fujita,747422,,LUXWEH01,y,y
M.fujita,279991,,MECHEI,y,n
M.fujita,279992,,MECHIM,y,n
M.fujita,279993,,MECHOS,y,y
M.fujita,1211914,,MICKOY,y,y
M.fujita,644915,,MIJXOT,y,y
M.fujita,1213306,,MOQMIO,y,y
M.fujita,None,,MOQMOU,y,y
M.fujita,None,,MOQMUA,y,y
M.fujita,193134,,MOZBOS,y,y
M.fujita,193135,,MOZBUY,y,y
M.fujita,1402527,,NACBIF,y,y
M.fujita,1402528,,NACBOL,y,y
M.fujita,1402529,,NACBUR,y,y
M.fujita,233338,,NAHDEG,y,y
M.fujita,271223,,NATLUQ,y,y
M.fujita,271223,,NATLUQ01,y,y
M.fujita,894310,,NEMVEI,y,y
M.fujita,894311,,NEMVIM,y,n
M.fujita,894312,,NEMVOS,n,n
M.fujita,894313,,NEMVUY,n,n
M.fujita,297117,,NEPCAN,y,y
M.fujita,297694,,NEPCER,y,n
M.fujita,297695,,NEPCIV,y,y
M.fujita,170480,,NERHIB,y,n
M.fujita,1587966,,NIFFEQ,y,y
M.fujita,1219942,,NIHVOP,y,n
M.fujita,232820,,OBEJOV,y,n
M.fujita,277005,,OCUKED,y,y
M.fujita,290223,,OCUKED01,y,y
M.fujita,277006,,OCUKIH,y,y
M.fujita,638283,,ODUMAC,y,y
M.fujita,638283,,ODUMAC01,y,y
M.fujita,638284,,ODUMEG,y,y
M.fujita,766964,,OKIGIZ,y,y
M.fujita,767546,,OKOLEG,y,y
M.fujita,211813,,OLETOO,y,n
M.fujita,211814,,OLETUU,y,n
M.fujita,211815,,OLEVAC,y,y
M.fujita,211816,,OLEVEG,n,n
M.fujita,211817,,OLEVIK,n,n
M.fujita,211818,,OLEVOQ,n,n
M.fujita,211819,,OLEVUW,y,n
M.fujita,211820,,OLEWAD,y,n
M.fujita,211821,,OLEWEH,y,n
M.fujita,792086,,OSOFIM,y,n
M.fujita,247331,,PALMAR,y,y
M.fujita,112236,,POZFUF,y,y
M.fujita,112237,,POZGAM,y,y
M.fujita,112238,,POZGEQ,y,y
M.fujita,701716,,POZJOE,y,y
M.fujita,266782,,QAXGAY,y,y
M.fujita,266783,,QAXGEC,y,y
M.fujita,696650,,QOTFEL,y,y
M.fujita,696651,,QOTFIP,y,y
M.fujita,696652,,QOTFOV,y,y
M.fujita,157344,,QOZPIE,y,y
M.fujita,1022485,,QOZTAC,y,y
M.fujita,1022486,,QOZTAC01,y,y
M.fujita,1022433,,QOZTEG,y,y
M.fujita,1022488,,QOZTEG01,y,y
M.fujita,164966,,QUMGAG,y,y
M.fujita,159454,,RAKPOI,y,n
M.fujita,919837,,RIFTAD,y,y
M.fujita,967629,,ROBVUB,y,y
M.fujita,742085,,RUPMEV,y,y
M.fujita,618992,,SERBAT,y,y
M.fujita,618994,,SERBIB,y,y
M.fujita,618995,,SERBOH,y,y
M.fujita,1831430,,SICHUK,y,n
M.fujita,1831431,,SICJAS,y,n
M.fujita,637523,,SIHJID,y,y
M.fujita,666139,,SIZQEY,y,y
M.fujita,230294,,SOXNEZ,n,n
M.fujita,230296,,SOXNID,n,n
M.fujita,230297,,SOXNOJ,n,n
M.fujita,279341,,TAXDOM,y,y
M.fujita,753499,,TEBKOA,y,y
M.fujita,None,,TIXFIP,y,y
M.fujita,204999,,UKAGUI,y,y
M.fujita,198397,,UKAZIP,y,n
M.fujita,198398,,UKAZOV,y,n
M.fujita,198399,,UKAZUB,y,n
M.fujita,205061,,UKOLUB,y,n
M.fujita,205062,,UKOMAI,y,y
M.fujita,1447173,,ULODUW,y,y
M.fujita,977571,,UPUZOW,y,y
M.fujita,977572,,UPUZUC,y,y
M.fujita,977573,,UQABAR,y,y
M.fujita,977574,,UQABEV,y,y
M.fujita,977575,,UQABIZ,y,y
M.fujita,977576,,UQABOF,y,y
M.fujita,1498170,,UVUYER,y,n
M.fujita,1498171,,UVUYIV,y,y
M.fujita,1498172,,UVUYOB,y,y
M.fujita,1498173,,UVUYUH,y,y
M.fujita,828092,,UZIREB,y,y
M.fujita,1447170,,VACSIE,y,y
M.fujita,1447172,,VACSOK,y,y
M.fujita,762250,,VADMEU,n,n
M.fujita,763570,,VADMIY,y,y
M.fujita,866863,,VEVSEW,y,n
M.fujita,622300,,VEZVEC,y,y
M.fujita,745635,,VUGQUK,y,y
M.fujita,None,,WAFTEC,y,n
M.fujita,270934,,WASQAJ,y,y
M.fujita,1546523,,WEGBUI,y,y
M.fujita,1546524,,WEGCAP,y,n
M.fujita,None,,WELHUQ,y,n
M.fujita,746969,,WUQNIG,y,y
M.fujita,746969,,WUQNIG01,y,y
M.fujita,765717,,WUQROQ,y,n
M.fujita,251181,,XAMYAM,y,y
M.fujita,894585,,XEVREX,y,y
M.fujita,155770,,XEZBAF,y,y
M.fujita,155770,,XEZBAF01,y,y
M.fujita,155771,,XEZBEJ,y,y
M.fujita,142798,,XOWCIV,y,n
M.fujita,186880,,XOWCOB,y,y
M.fujita,828754,,YALVUE,y,y
M.fujita,248450,,YANNUX,y,y
M.fujita,143097,,YEKSIQ,y,n
M.fujita,630653,,YEZQUQ,y,y
M.fujita,630654,,YEZREB,y,y
M.fujita,642227,,YIHGEC,y,y
M.fujita,1052740,,YUNMIF,y,y
J.R.Nitschke,780771,,AQEROE,y,y
J.R.Nitschke,1022470,,AVELAQ,y,y
J.R.Nitschke,1022471,,AVELEU,y,y
J.R.Nitschke,1022472,,AVELIY,y,y
J.R.Nitschke,1022473,,AVELOE,y,y
J.R.Nitschke,1519037,,BECWAK,y,y
J.R.Nitschke,1812469,,BEQSIC,y,y
J.R.Nitschke,1812470,,BEQSOI,y,y
J.R.Nitschke,1577718,,BICGAY,y,y
J.R.Nitschke,266712,,CEKKEJ,y,y
J.R.Nitschke,727817,,COSZOA,y,y
J.R.Nitschke,853787,,DEHDAX,y,n
J.R.Nitschke,853788,,DEHDEB,y,y
J.R.Nitschke,853789,,DEHDIF,y,y
J.R.Nitschke,853790,,DEHDOL,y,y
J.R.Nitschke,879992,,DEHDUR,y,y
J.R.Nitschke,688687,,EGEFOM,y,y
J.R.Nitschke,784594,,EHIHIN,y,y
J.R.Nitschke,815065,,ESADEI,y,y
J.R.Nitschke,815066,,ESADIM,y,y
J.R.Nitschke,815067,,ESADOS,y,y
J.R.Nitschke,1486377,,EVEBEO,y,y
J.R.Nitschke,1486378,,EVEBIS,y,y
J.R.Nitschke,1486379,,EVEBOY,y,y
J.R.Nitschke,242824,,FARGUB,y,y
J.R.Nitschke,242577,,FECHOL,y,y
J.R.Nitschke,1830497,,FILGEP,y,y
J.R.Nitschke,718066,,FUTKOV,y,y
J.R.Nitschke,1061975,,GAKFEG,y,y
J.R.Nitschke,1061976,,GAKFIK,y,y
J.R.Nitschke,1061977,,GAKFOQ,y,y
J.R.Nitschke,1549079,,GAYLAW,y,y
J.R.Nitschke,1549080,,GAYLEA,y,y
J.R.Nitschke,838411,,GERCOX,y,y
J.R.Nitschke,838412,,GERCUD,y,y
J.R.Nitschke,838413,,GERDAK,y,y
J.R.Nitschke,903572,,GIDFEG,y,y
J.R.Nitschke,903571,,GIDFIK,y,y
J.R.Nitschke,903570,,GIDFOQ,y,y
J.R.Nitschke,903569,,GIDFUW,y,y
J.R.Nitschke,903568,,GIDGAD,y,y
J.R.Nitschke,903567,,GIDGEH,y,y
J.R.Nitschke,903566,,GIDGIL,y,y
J.R.Nitschke,903565,,GIDGOR,y,y
J.R.Nitschke,903564,,GIDGUX,y,y
J.R.Nitschke,903563,,GIDHAE,y,y
J.R.Nitschke,1560747,,HICBED,y,y
J.R.Nitschke,1560746,,HICBIH,y,y
J.R.Nitschke,1560745,,HICBIH01,y,y
J.R.Nitschke,1560748,,HICBUT,y,y
J.R.Nitschke,1560744,,HICCAA,y,y
J.R.Nitschke,1835254,,HICCEE,y,y
J.R.Nitschke,1835255,,HICCII,y,y
J.R.Nitschke,927916,,HIPSOQ,y,y
J.R.Nitschke,927915,,HIPSUW,y,y
J.R.Nitschke,678951,,HOGMOG,y,y
J.R.Nitschke,678952,,HOGMUM,y,y
J.R.Nitschke,678953,,HOGNAT,y,y
J.R.Nitschke,997233,,HOJBIT,y,y
J.R.Nitschke,997230,,HOJBOZ,y,y
J.R.Nitschke,997231,,HOJBUF,y,y
J.R.Nitschke,997232,,HOJCAM,y,y
J.R.Nitschke,901951,,IFUTIO,y,y
J.R.Nitschke,901950,,IFUTOU,y,y
J.R.Nitschke,901949,,IFUTUA,y,y
J.R.Nitschke,901948,,IFUVAI,y,y
J.R.Nitschke,901947,,IFUVEM,y,y
J.R.Nitschke,1456932,,IMUGAA,y,y
J.R.Nitschke,1456933,,IMUGEE,y,y
J.R.Nitschke,186846,,IQANET,y,y
J.R.Nitschke,1529220,,JEBZAU,y,y
J.R.Nitschke,1012306,,JOZVUR,y,y
J.R.Nitschke,1012307,,JOZWAY,y,y
J.R.Nitschke,603273,,KAFMAH,y,y
J.R.Nitschke,885710,,KICROF,y,y
J.R.Nitschke,885709,,KICRUL,y,y
J.R.Nitschke,885708,,KICSAS,y,y
J.R.Nitschke,885707,,KICSEW,y,y
J.R.Nitschke,846046,,KOVZUS,y,y
J.R.Nitschke,955699,,KOWBAB,y,y
J.R.Nitschke,1041134,,KUJGED,y,y
J.R.Nitschke,1041135,,KUJGIH,y,y
J.R.Nitschke,1451726,,LAQMIC,y,y
J.R.Nitschke,846044,,LAVMIG,y,y
J.R.Nitschke,846045,,LAVMOM,y,y
J.R.Nitschke,948136,,LIWNEM,y,y
J.R.Nitschke,1061936,,LUPWOK,y,y
J.R.Nitschke,1439852,,MAGCEF,y,y
J.R.Nitschke,1439853,,MAGCIJ,y,y
J.R.Nitschke,626728,,MIJTOP,y,y
J.R.Nitschke,None,,MOKLED,y,n
J.R.Nitschke,754893,,MUVHOB,y,n
J.R.Nitschke,754894,,MUVHUH,y,y
J.R.Nitschke,1047197,,NUHMOU,y,y
J.R.Nitschke,1047198,,NUHMUA,y,y
J.R.Nitschke,1047195,,NUJBEB,y,y
J.R.Nitschke,1047196,,NUJBIF,y,y
J.R.Nitschke,162176,,ODUKON,y,n
J.R.Nitschke,1442988,,OQOKEM,y,y
J.R.Nitschke,1442989,,OQOKIQ,y,y
J.R.Nitschke,1442990,,OQOKOW,y,y
J.R.Nitschke,1442991,,OQOKUC,y,y
J.R.Nitschke,1432685,,OREPEI,y,y
J.R.Nitschke,1432686,,OREPIM,y,y
J.R.Nitschke,1485730,,PAHVEC,y,n
J.R.Nitschke,908546,,PEQROU,y,y
J.R.Nitschke,907584,,PESNEI,y,y
J.R.Nitschke,905900,,PEWSIV,y,y
J.R.Nitschke,905899,,PEWSOB,y,y
J.R.Nitschke,1577719,,PIDHUI,y,y
J.R.Nitschke,664077,,POJLOQ,y,y
J.R.Nitschke,1410005,,QAGPIA,y,y
J.R.Nitschke,1410006,,QAGPOG,y,y
J.R.Nitschke,1410007,,QAGPUM,y,y
J.R.Nitschke,1038794,,QUBDOI,y,y
J.R.Nitschke,1038795,,QUBDUO,y,y
J.R.Nitschke,870876,,RAPWOX,y,y
J.R.Nitschke,870875,,RAPWUD,y,y
J.R.Nitschke,870874,,RAPXAK,y,y
J.R.Nitschke,870873,,RAPXEO,y,y
J.R.Nitschke,870872,,RAPXIS,y,y
J.R.Nitschke,870871,,RAPXOY,y,n
J.R.Nitschke,929026,,RIDPUR,y,y
J.R.Nitschke,929025,,RIDQAY,y,y
J.R.Nitschke,1410155,,RUWMED,y,y
J.R.Nitschke,1410156,,RUWMIH,y,y
J.R.Nitschke,1410157,,RUWMON,y,y
J.R.Nitschke,1410158,,RUWMUT,y,y
J.R.Nitschke,1541836,,SAYGIL,y,y
J.R.Nitschke,1541837,,SAYGOR,y,y
J.R.Nitschke,1541838,,SAYGUX,y,y
J.R.Nitschke,1541839,,SAYHAE,y,y
J.R.Nitschke,1541840,,SAYHEI,y,y
J.R.Nitschke,1541841,,SAYHIM,y,y
J.R.Nitschke,1541842,,SAYHOS,y,y
J.R.Nitschke,1062282,,SUQGOC,y,y
J.R.Nitschke,1062283,,SUQGUI,y,y
J.R.Nitschke,1420852,,SUWFUN,y,y
J.R.Nitschke,1420853,,SUWGAU,y,y
J.R.Nitschke,1420854,,SUWGEY,y,y
J.R.Nitschke,1420855,,SUWGIC,y,y
J.R.Nitschke,1420856,,SUWGOI,y,y
J.R.Nitschke,1420857,,SUWGUO,y,y
J.R.Nitschke,1420858,,SUWHAV,y,y
J.R.Nitschke,1426149,,SUWHEZ,y,y
J.R.Nitschke,868347,,TEFQUS,y,y
J.R.Nitschke,873766,,TEFXIN,y,y
J.R.Nitschke,877967,,TIWHIS,y,y
J.R.Nitschke,877966,,TIWHOY,y,y
J.R.Nitschke,905147,,TOCWIT,y,y
J.R.Nitschke,905149,,TODGOK,y,y
J.R.Nitschke,905148,,TODGUQ,y,y
J.R.Nitschke,905146,,TODHAX,y,y
J.R.Nitschke,905145,,TODHEB,y,y
J.R.Nitschke,905144,,TODHIF,y,y
J.R.Nitschke,1036627,,TUDZAV,y,y
J.R.Nitschke,782794,,UNAQEG,y,y
J.R.Nitschke,787146,,UNAQIK,y,y
J.R.Nitschke,994962,,UQAFID,y,y
J.R.Nitschke,994963,,UQAFOJ,y,y
J.R.Nitschke,994964,,UQAFUP,y,y
J.R.Nitschke,994965,,UQAGAW,y,y
J.R.Nitschke,994966,,UQAGEA,y,y
J.R.Nitschke,1015565,,UQILEN,y,y
J.R.Nitschke,976921,,UQUCEQ,y,y
J.R.Nitschke,827588,,UZOSOS,y,y
J.R.Nitschke,1568164,,VELSAJ,y,y
J.R.Nitschke,1568165,,VELSEN,y,y
J.R.Nitschke,None,,VIQHEI,y,y
J.R.Nitschke,None,,VIQHIM,y,y
J.R.Nitschke,1007701,,VOGXOG,y,y
J.R.Nitschke,1007702,,VOGXUM,y,y
J.R.Nitschke,1007703,,VOGYAT,y,y
J.R.Nitschke,849335,,WAMPUX,y,y
J.R.Nitschke,1520129,,WAYDEI,y,y
J.R.Nitschke,1520130,,WAYDIM,y,y
J.R.Nitschke,1520131,,WAYDOS,y,y
J.R.Nitschke,893789,,XEXGUE,y,y
J.R.Nitschke,893788,,XEXHAL,y,y
J.R.Nitschke,893787,,XEXHEP,y,y
J.R.Nitschke,893786,,XEXHIT,y,y
J.R.Nitschke,893785,,XEXHOZ,y,y
J.R.Nitschke,893784,,XEXHUF,y,y
J.R.Nitschke,893783,,XEXJAN,y,y
J.R.Nitschke,893782,,XEXJER,y,y
J.R.Nitschke,893781,,XEXJIV,y,y
J.R.Nitschke,934781,,XILMUC,y,y
J.R.Nitschke,1510849,,YAQHIK,y,y
J.R.Nitschke,1510850,,YAQHOQ,y,y
J.R.Nitschke,1510851,,YAQHUW,y,y
J.R.Nitschke,153030,,YAWQOC,y,n
J.R.Nitschke,153031,,YAWQUI,y,n
J.R.Nitschke,153749,,YAWSAQ,n,y
J.R.Nitschke,978018,,YIYTUX,y,y
J.R.Nitschke,978019,,YIYVAF,y,y
J.R.Nitschke,978020,,YIYVEJ,y,y
J.R.Nitschke,1540884,,ZEKRAL,y,y
J.R.Nitschke,1400514,,ZULHOF,y,y
J.R.Nitschke,1400515,,ZULHUL,y,y
J.R.Nitschke,1400516,,ZULJAT,y,y
J.R.Nitschke,1400517,,ZULJEX,y,y
P.ballester,974949,,ACAGIV01,y,n
P.ballester,974946,,ACUBUX01,y,n
P.ballester,854516,,CAFQIL,y,y
P.ballester,854517,,CAFQOR,y,y
P.ballester,854518,,CAFQUX,y,y
P.ballester,854519,,CAFRAE,y,y
P.ballester,1402774,,CUPCOH,n,n
P.ballester,1402778,,CUPDIC,y,n
P.ballester,1402775,,CUPJII,n,n
P.ballester,1402776,,CUPJOO,n,n
P.ballester,1402777,,CUPJUU,n,n
P.ballester,949852,,DOHKAO,y,y
P.ballester,901020,,FEZKOM,y,y
P.ballester,974947,,FODYEE,y,n
P.ballester,1020872,,JOWZEC,y,y
P.ballester,1034168,,JOXCIK,n,n
P.ballester,1034175,,JOXCOQ,n,n
P.ballester,1204955,,LEHFOT,y,n
P.ballester,1204956,,LEHFUZ,y,n
P.ballester,None,,LENJIX,n,n
P.ballester,897621,,MEBJIO,n,y
P.ballester,825889,,NAPJEV,y,y
P.ballester,825890,,NAPJIZ,y,y
P.ballester,825891,,NAPJOF,y,y
P.ballester,618949,,NEVWAN,y,y
P.ballester,None,,PEMFOC,y,y
P.ballester,982424,,QOQPIX,y,y
P.ballester,1579706,,RENGID,y,y
P.ballester,1034193,,RUGCIH,y,y
P.ballester,1034183,,RUGVIA,n,n
P.ballester,1003675,,TUCBAW,y,n
P.ballester,1003676,,TUCBEA,y,n
P.ballester,1003677,,TUCBIE,y,y
P.ballester,1003678,,TUCBOK,y,y
P.ballester,1003679,,TUCBUQ,y,y
P.ballester,1020871,,VOTHAP01,y,y
P.ballester,869389,,WEDMID,n,n
P.ballester,869391,,WEDMOJ,n,n
P.ballester,869390,,WEDMUP,n,n
P.ballester,973048,,WIXREC,y,n
P.ballester,963267,,WIXXAE,y,n
P.ballester,963268,,WIXXEI,y,n
P.ballester,963269,,WIXXIM,y,n
P.ballester,963270,,WIXXOS,y,y
P.ballester,963271,,WIXXUY,y,y
P.ballester,963272,,WIXYAF,y,n
P.ballester,963273,,WIXYEJ,y,n
P.ballester,663317,,WONNUJ,y,n
P.ballester,624781,,YIJBOJ,y,y
P.ballester,624783,,YIJBUP,y,y
P.ballester,624784,,YIJCAW,y,y
P.ballester,1519366,,ZAKREL,y,y
P.ballester,1519369,,ZAKRUB,y,y
W.cullen,1581566,,BEZNIG,y,y
W.cullen,1581567,,BEZNOM,y,y
W.cullen,1416981,,BUSXIY,y,y
W.cullen,1416987,,BUSXOE,y,y
W.cullen,1417008,,BUSYAR,y,y
W.cullen,1569921,,CETBEL,y,y
W.cullen,959996,,MIQLAB,y,y
W.cullen,959997,,MIQLEF,y,n
W.cullen,959998,,MIQLIJ,y,n
W.cullen,959999,,MIQLOP,y,n
W.cullen,960000,,MIQLUV,y,n
W.cullen,960001,,MIQMAC,y,n
W.cullen,960002,,MIQMEG,y,y
W.cullen,1413547,,NUPJAL,y,y
W.cullen,1413546,,NUQQAT,y,y
W.cullen,1413548,,NUQQEX,y,y
W.cullen,1013340,,QOPFOS,y,y
W.cullen,1509475,,TASGAY,y,y
W.cullen,1509476,,TASGEC,y,y
J.N.H.Reek,787323,,ALICUU,y,y
J.N.H.Reek,817975,,BAMWIX,y,n
J.N.H.Reek,1530189,,CAZNEZ,y,n
J.N.H.Reek,128890,,CAZQAV,y,y
J.N.H.Reek,852581,,CIMGEM,y,y
J.N.H.Reek,693432,,COSYIT,n,y
J.N.H.Reek,693433,,COSYOZ,y,n
J.N.H.Reek,693434,,COSYUF,n,n
J.N.H.Reek,693435,,COSZAM,y,y
J.N.H.Reek,693436,,COSZEQ,y,y
J.N.H.Reek,799011,,DAQHUA,n,n
J.N.H.Reek,799012,,DAQJAI,y,n
J.N.H.Reek,1555408,,DEKFIL,y,y
J.N.H.Reek,1555409,,DEKFOR,y,n
J.N.H.Reek,1555410,,DEKFUX,y,n
J.N.H.Reek,743287,,DUQGOM,y,y
J.N.H.Reek,133393,,EFUXUY,y,n
J.N.H.Reek,133392,,EFUYAF,y,n
J.N.H.Reek,177711,,EFUYEJ,y,n
J.N.H.Reek,177712,,EFUYIN,y,n
J.N.H.Reek,177713,,EFUYOT,y,n
J.N.H.Reek,133394,,EFUYUZ,y,n
J.N.H.Reek,177714,,EFUZAG,y,n
J.N.H.Reek,177715,,EFUZEK,y,n
J.N.H.Reek,177716,,EFUZIO,y,y
J.N.H.Reek,808411,,EJAQIQ,y,n
J.N.H.Reek,808412,,EJAQOW,y,n
J.N.H.Reek,278364,,EZUWOL01,n,n
J.N.H.Reek,960163,,FODXAZ,n,y
J.N.H.Reek,960164,,FODXED,y,n
J.N.H.Reek,960165,,FODXIH,y,y
J.N.H.Reek,960166,,FODXON,n,n
J.N.H.Reek,1038561,,FOZLEN,n,n
J.N.H.Reek,966376,,FUHXUD,y,n
J.N.H.Reek,966374,,FUJMII,y,n
J.N.H.Reek,966375,,FUJMOO,n,n
J.N.H.Reek,251477,,FUQHUV,n,n
J.N.H.Reek,251478,,GATHUF,y,n
J.N.H.Reek,890216,,GOHBIQ,y,n
J.N.H.Reek,1029755,,GULNUY,y,n
J.N.H.Reek,1029756,,GULPAG,y,n
J.N.H.Reek,1577156,,HEQYUA,n,n
J.N.H.Reek,847559,,IBADEW,y,n
J.N.H.Reek,779570,,IBECUP,n,n
J.N.H.Reek,167613,,IBIWEV,y,n
J.N.H.Reek,167614,,IBIWIZ,y,n
J.N.H.Reek,167615,,IBIWOF,y,y
J.N.H.Reek,167616,,IBIWUL,y,y
J.N.H.Reek,764849,,IKUJAA,n,n
J.N.H.Reek,1450384,,ITIFIC,y,y
J.N.H.Reek,1450385,,ITIFOI,y,n
J.N.H.Reek,1047332,,JULJOR,y,y
J.N.H.Reek,1441399,,JUVWOO,y,y
J.N.H.Reek,773281,,KAKCEG,y,y
J.N.H.Reek,1058833,,KUDCAP,y,y
J.N.H.Reek,1058844,,KUDCAP01,y,y
J.N.H.Reek,1058857,,KUDHEY,n,n
J.N.H.Reek,740554,,KUFDOF,y,y
J.N.H.Reek,740555,,KUFDUL,y,y
J.N.H.Reek,743047,,KUPDUV,y,y
J.N.H.Reek,743051,,KUPFAD,y,y
J.N.H.Reek,831697,,LEXXET,y,y
J.N.H.Reek,657165,,LIZKIP,y,y
J.N.H.Reek,869617,,MAPSED,n,n
J.N.H.Reek,869618,,MAPSIH,n,n
J.N.H.Reek,291416,,MAXVAJ,n,y
J.N.H.Reek,267391,,MIKHIY,y,y
J.N.H.Reek,997422,,MUCQEI,n,n
J.N.H.Reek,997423,,MUCQIM,y,y
J.N.H.Reek,997424,,MUCQOS,y,y
J.N.H.Reek,997425,,MUCQUY,y,y
J.N.H.Reek,997426,,MUCRAF,y,y
J.N.H.Reek,1403884,,MUFVUG,n,n
J.N.H.Reek,1403890,,MUFWAN,y,n
J.N.H.Reek,743046,,NIDXIH03,n,n
J.N.H.Reek,980070,,NOLQEM,y,y
J.N.H.Reek,980071,,NOLQIQ,y,y
J.N.H.Reek,980072,,NOLQOW,n,n
J.N.H.Reek,1043360,,NUJMEM,y,n
J.N.H.Reek,1043865,,NUJMIQ,n,n
J.N.H.Reek,1048448,,NUJNUD,n,y
J.N.H.Reek,735997,,NUTMUL,y,n
J.N.H.Reek,735997,,NUTMUL01,y,n
J.N.H.Reek,735998,,NUTNAS,y,n
J.N.H.Reek,735998,,NUTNAS01,y,n
J.N.H.Reek,826156,,OCIXOQ,y,y
J.N.H.Reek,826155,,OCIZIM,y,y
J.N.H.Reek,1468710,,OJOBIA,n,y
J.N.H.Reek,1461605,,OJOGIF,y,y
J.N.H.Reek,1455817,,OJUMAJ,y,y
J.N.H.Reek,1485775,,OPAKAT,n,n
J.N.H.Reek,1485776,,OPAKEX,n,n
J.N.H.Reek,1422009,,OPELOM,n,n
J.N.H.Reek,1477274,,OTATOU,y,n
J.N.H.Reek,1452783,,OVAMAB,n,n
J.N.H.Reek,1452784,,OVAMEF,y,y
J.N.H.Reek,1452785,,OVAMIJ,y,y
J.N.H.Reek,1452786,,OVAMOP,y,n
J.N.H.Reek,1452787,,OVAMUV,n,n
